https://www.douyin.com/user/MS4wLjABAAAA_7ZXeTAJhIQVMkiTobCZZxurf_sQcyC0f932nmQTZZk,阿粥哥,抖音号： 387237270,,,121,2293,3.0w,18,
https://www.douyin.com/user/MS4wLjABAAAA_9-U7yABMSIuGEFucLURdQ-nC-mH1F2WqEdmhDKKVMLti4QZj9bbHzmk_Em8HvV8,晴子（晨晨妈妈）,抖音号： 37452308689,,月子中,37,31,433,86,
https://www.douyin.com/user/MS4wLjABAAAA_999G8C2MxCUL6umFLfT2QWlWxB748qOwNkXq7oH0VT4pVnJXlO5OSiG5ToeSyDL,郁南县融媒体中心,抖音号： YNTV0766,郁南县广播电视台官方抖音号,坚守媒体责任感。传播社会正能量！,1,7365,3.8w,433,3
https://www.douyin.com/user/MS4wLjABAAAA_ANZaaw7qaIW_sLYls5pVJFM6E6pCkLaoJxrnxxPGKc,@艾琳,抖音号： 83707028,,,60,1.5w,6.5w,102,
https://www.douyin.com/user/MS4wLjABAAAA_azoyhpxKTpToiPXpAKZsy726F00JaBLqMzNHBTR63E4_o5AlyfTAsl-669nRI-m,产科巍巍姐,抖音号： CKweiwei0306,郑州大学第三附属医院产科副主任医师 伦巍巍,,30,13.3w,115.4w,310,1104
https://www.douyin.com/user/MS4wLjABAAAA_CR_2MZMCIkidtmNGCUs2fxuMYw1s3_WTmMVGrs4UyK4s6na-fgkM-nJU-icBUmt,中医耳鼻喉科主任李洵,抖音号： LXdaifu,东直门医院耳鼻喉科主任医师 李洵,,3,246.8w,1258.1w,395,
https://www.douyin.com/user/MS4wLjABAAAA_DA2CQMIfuKUPcMcFgMz_mbauBTEpyuKJUX4sEox-5DSXNFC70c2R5-UJSktmGJD,神哥,抖音号： nc3297135,,,245,173,348,83,
https://www.douyin.com/user/MS4wLjABAAAA_EnA_T7MIKxZer4LYXYHOrCbVCFlQCOwMzexYwhb7f8,kamida,抖音号： 6698168aa,,不定期分享训练视频愿你们尝试改变后。破茧重生。突破自己。让自己变得更加优秀！加油,4595,140,167,40,
https://www.douyin.com/user/MS4wLjABAAAA_fpO-g5DaC3GbOqQ598i9CrclS9VETbDRkTWOCG3OWU0isUB90vMJew2YY770C8W,lgx,抖音号： lgx86255,,yuyanwen,119,96,238,9,
https://www.douyin.com/user/MS4wLjABAAAA_fTigR1EVC9x9mXGT60Hx1KQ2mkLUEt7UXLvM0iBJ9U,中医张明利,抖音号： zhangmingli1,河南省中医药研究院附属医院肺病科主任医师,,2,31.2w,71.1w,184,
https://www.douyin.com/user/MS4wLjABAAAA_FXp9LlkE6hV8-ogi39SmrlvORbUX1-g7lMYQsY9bB33gSQOYRYmVrlgjt2gJbrv,肿瘤彭巍医生,抖音号： Pw.doctor,湖南省中医药研究院肿瘤科主治医师 彭巍,,163,3.8w,30.7w,101,
https://www.douyin.com/user/MS4wLjABAAAA_fzSMo9WKd8AJjn0Nhf0B9RDoEzfV2BHKbXDLAMLdI_MOmUM-hYVz6p8KK3UbQa4,骨科张华,抖音号： gukezhangyisheng,广州中医药大学第一附属医院骨科主治医师 张华,,154,55.8w,205.8w,309,
https://www.douyin.com/user/MS4wLjABAAAA_Gp2nT220SiveN6Vrk9FSfUYLZnzlNez5VeEtrKcWsW47VPb7zwzZypyoAl0ajs-,眼科医生周尚昆,抖音号： zsk_doctor,中国中医科学院望京医院眼科副主任医师 周尚昆,,100,42.6w,166.9w,425,669
https://www.douyin.com/user/MS4wLjABAAAA_I5IuvVYCu3bnZhG81XQ3w7X6OR0oVgEd1044ornk-4,跑步视界-冯老师,抖音号： RunnerClub,友跑体育官方账号,,68,90.3w,656.0w,278,
https://www.douyin.com/user/MS4wLjABAAAA_IGEbFe7G2b-BnQ4lwuWLsuOC_gV_1vDJeXAyakMvq0,医者正心,抖音号： dya9ui2p1kf4,河北大学附属医院胃肠外科医师,,38,84.3w,375.2w,280,
https://www.douyin.com/user/MS4wLjABAAAA_JvqlAPCD6R0NimZ8sbNLlYw_rgzIfmR_jKy3Tx8ReA,小菲子,抖音号： xiaofeizi123,,,234,1.2w,12.0w,43,
https://www.douyin.com/user/MS4wLjABAAAA_jYs2xlzYHWY3ZGIFEM2iXJuTlc98J7PxIZ0PqIKPFQ,瘦人增肌增重,抖音号： dy4qhx63ldmd,,健身交流送计划  yaling8wy,168,26.2w,243.9w,1034,11806
https://www.douyin.com/user/MS4wLjABAAAA_K1s8wCoKewnJAk0QV6bEDJ2cZNZC5y7ThdKrJyjDfE,天津爱宠屋,抖音号： llmm889,天津市河东区善德爱宠物屋,直播时间每周五、六晚上9:00周日-周四不定时直播！一家人气超高的宠物店很多萌萌哒小奶猫小奶狗定期分享养宠知识养宠方面有什么问题可以私信咨询我,163,17.6w,101.4w,128,
https://www.douyin.com/user/MS4wLjABAAAA_KiXQM2Zrj9UGd_y915lM9ioA_fBLgc-ckj9AMUGfgf5SoKJ38W9_3WCkFyJeTbZ,整形医生朱淼,抖音号： zm61251,上海新华医院整形科副主任医师,,22,5.4w,78.5w,430,
https://www.douyin.com/user/MS4wLjABAAAA_ku3ui1nOJfrsam3rcekaHxOt2OwLNS8TTk7OPKXJC8,仓鼠小J,抖音号： 118800986,,,786,596,6423,305,
https://www.douyin.com/user/MS4wLjABAAAA_KWcBSDIse6DdXql_ium3n3WXgQ5ORqIlA0zXnfaNx4Il1objzQ4Me-BZNOUpIrM,论文发表,抖音号： youyou2014711v,,微信号:一九八二二九三二一二七。欢迎咨询微信号:    youyou2014711,9998,2067,1354,81,
https://www.douyin.com/user/MS4wLjABAAAA_LgnU3wYw4na2GooKBF3Izdd5uo4SFenLpqVEkdMP0A,苏东,抖音号： sudong6,体育解说员 苏东,,24,22.3w,71.3w,220,89
https://www.douyin.com/user/MS4wLjABAAAA_MbRIVAOzilASp4aXAA0vho10WXeFsprp3o6zC1OmUY,北京儿童医院妇儿中心,抖音号： syfyxczx,北京市顺义区妇幼保健院官方抖音账号,【直播预告】7月22日（周四）下午3:00。“宝宝身体好不好看懂大便就知道”。胡老师育儿课堂特邀新手妈妈一起分享育儿经验。满满干货知识。欢迎新手爸妈们围观学习！同时在互动环节将为您线上答疑。,15,3715,1.7w,239,
https://www.douyin.com/user/MS4wLjABAAAA_MGY1z77NrNDvvVuoeVLBP5DOgoXUIDYUByveHs4xFg,甲状腺纯哥,抖音号： jzxcg666,吉林大学中日联谊医院甲状腺外科副主任医师 张纯海,,400,2.5w,8.7w,145,
https://www.douyin.com/user/MS4wLjABAAAA_mjPfEEgrAGVBy5oTlw-wvKNdQuwonXZXSVi6sIx9qU,张丽,抖音号： Z15366465339,,所谓的幸福就是一家人在一起健康快乐的生活,1132,544,5308,125,
https://www.douyin.com/user/MS4wLjABAAAA_mnXTeGRgUkyhJdsKcISVWrd56tTCz_YpWMniLAtVCo,Houde~谁~谁~,抖音号： Houdeqd,,厚德。我们专业生产气源处理器20年！,2036,1758,18.0w,487,
https://www.douyin.com/user/MS4wLjABAAAA_nboN5tZn3zDyfg77YlsEbrT5ssLRUC-Lf8STMlXDow,内代美,抖音号： NeiDaiMei,天津市中西医结合医院内分泌代谢病科主治医师 李艳颖,不忘初心。与时俱进！,83,71,1370,214,
https://www.douyin.com/user/MS4wLjABAAAA_nlCCp0Dzi523lLM6306q4fOqb-DMjxG7OjVH7EifwLFn8jO6GBQDQbWxoC-nE6r,拜托了。玥小医,抖音号： yueyue666sdtv,山东广播电视台《身体健康》栏目官方账号,三甲医院专家为健康护航,64,92.9w,924.4w,1020,644
https://www.douyin.com/user/MS4wLjABAAAA_OVH-RNOi8HX_IK8y1z2QHwaXa2hct1FuBw1GiqewFA,徐影吉林.,抖音号： 1256778195,吉林大学第二医院生殖中心副主任医师 徐影,吉林大学第二医院 生殖中心 副主任医师,234,1.3w,2.8w,66,
https://www.douyin.com/user/MS4wLjABAAAA_p-J99Jc_jr4-Qx8xa8v-9dvt--hcnAmebyA0lSZUUk,央广军事,抖音号： ygjstv,中央人民广播电台军事中心官方抖音号,投稿邮箱ygjs@cnr.cn,26,0,2.2亿,1024,
https://www.douyin.com/user/MS4wLjABAAAA_P2BJ209MlTvdhxm1I3svdsW4P4-svvsZ-XEU9i_9ro,静思,抖音号： chenzhuren521,,医者仁心。救死扶伤。和蔼风趣。善交益友。多才多艺。思维独特！,7833,2156,8022,61,
https://www.douyin.com/user/MS4wLjABAAAA_QFif4K7JFV5a9LQSEL0sP20W68CF0TMbwYzE1gUDWlUSbB1EucROY0F_KN6_yPq,老兵聪聪赛鸽用品,抖音号： cc1020119540,阜阳市颍州区老兵聪聪赛鸽用品店,快递已放假 年后初六发货 不要再下单了如果你也是【赛鸽】爱好者 就请关注下吧 森林黑 村松白 红绛 是你喜欢的羽色嘛希望在这里 我们可以一起探讨鸽经想分享什么养鸽经验 给我留言谢谢你 这么好看还关注了我喜欢交朋友养赛鸽 是你嘛有好的经验 记得@我呦大家一起早日实现梦想每日不定时更新作品可以查询赛鸽成绩,2051,6.3w,55.9w,531,
https://www.douyin.com/user/MS4wLjABAAAA_raUjfJG9UkA0aqC0yYKCy08w-PpU6WMLO3sZRdSduSh_q3jVIZtZ-E37yf_4rsV,神经内科石磊医生,抖音号： shileiys,郑州大学第五附属医院神经内科副主任医师 石磊,,510,32.8w,112.8w,404,
https://www.douyin.com/user/MS4wLjABAAAA_s2oSNZsNTRwJjZoL1WzPmfOktqXtEyViExykxAmDuQ,柴火妞妞—科学种田,抖音号： tm13O31692563,山东蓝宝石生物技术有限公司,专注土壤改良。病虫害防治。提高作物产量和品质。微生物菌剂厂家。,2910,37.6w,137.3w,516,
https://www.douyin.com/user/MS4wLjABAAAA_SRqIMGGNIOa7OEQcBRQnJiODj-xFZLZ3iCijkMDkZnADMKWBwIrB-06TWJGqod_,彬诺,抖音号： 45943656619,郑州市郑东新区彬诺百货商行,,29,7324,4.1w,96,
https://www.douyin.com/user/MS4wLjABAAAA_Sz_yhGIaT9dKPrdGGGiidhKUA2cZjq9Mw3xxQFtdaaKu4-3wJFdgYihkv1l0qNG,未知探索,抖音号： 77449375415,,眼见不一定为实。科学也并不能解释所有。相信科学并抱有怀疑态度。也许你就是下一位爱因斯坦。宇宙看似辽阔无际。其实它只在你的心中！,116,2.6w,17.2w,38,
https://www.douyin.com/user/MS4wLjABAAAA_T-wBCbhvlAOWXVPgaXpfIet67dws81oTLjhOiV3dkU,乌云密布900,抖音号： 344231404,,,593,251,1509,84,
https://www.douyin.com/user/MS4wLjABAAAA_TuPwRF5_BPkGqJ32lbs2ivD8PfPO-mtmW4d3bopIeA,东东——禽医丽娜,抖音号： 1007611415,,助力养殖行业。用心做好养殖技术工作,95,382,718,110,
https://www.douyin.com/user/MS4wLjABAAAA_USBOG1dsfAs6YCEfVuCJYG2rqkNWjR1Z6bF6jtscyA,小团圆,抖音号： 137169762,,每天进步一点点。就离成功不太远,1655,246,3332,388,
https://www.douyin.com/user/MS4wLjABAAAA_vhfZImrAgubDi3X840WaGosDVbaBKu9a-jO0VboWrw,默沉（老猴儿）,抖音号： hyf.5487454,,,196,1.2w,21.5w,350,
https://www.douyin.com/user/MS4wLjABAAAA_VjdPUbn7n8PA8Ws-rWxzekLlbTXQc81b1X7fQtONpL7x8XjPOD2xcm5wzDpK6h4,浙大四院,抖音号： ZJU4H,浙江大学医学院附属第四医院,有趣、有用、有fun,65,5727,5.8w,119,398
https://www.douyin.com/user/MS4wLjABAAAA_vN4A9bEt_cbQjpCJciWQYrmIA8uhLhfED-VYrxHVDs1F-trGiuncKQLBYV3aOrP,威海市立医院,抖音号： weihaislyy,威海市立医院官方抖音账号,一所集医、教、研于一体的三级甲等综合性医院。,6,703,1670,90,
https://www.douyin.com/user/MS4wLjABAAAA_vOtn-NZVo8zLUO1z64_hLXmANkZZjE-cPoXEbZJoRNKr_e3S3tLdezke_rovbcR,中医风湿疼痛周淑娟,抖音号： Dr.zhoushujuan,河南中医三附院风湿病科主任医师 周淑娟,,91,2.0w,5.3w,173,
https://www.douyin.com/user/MS4wLjABAAAA_w49F06W7bKnMsOYXUhTmFRmURxpw_1fIvQsdPy2RTY,洋紫,抖音号： 197361956,,健身只是为了遇见更好的自己！,860,1.2w,29.6w,756,
https://www.douyin.com/user/MS4wLjABAAAA_XtJPV6As7VSp7LSPVTVq8TWutvgqihp8YJ1m1rdapriD2Q_tShXBBHGXaPEKVyp,Fairchild♡ 智能制造供应商,抖音号： tel_15881010995,,只做西南市场自动化设备I588IOIO995          一切商业的起点都是：让用户获益遇良人先结婚。遇贵人先立业。未遇良人先自立。未遇贵人先自休。,3672,2500,4874,173,
https://www.douyin.com/user/MS4wLjABAAAA_ykoz84ZrJVM4OUSqyq2FdwTJR1twPPVs9VtZqdUNw2jzlk7hWSiGVv4H1XaRVKr,中医内科刘汶,抖音号： Dr.liuwen,北京中医医院内科主任医师 刘汶,,12,32.0w,55.6w,203,
https://www.douyin.com/user/MS4wLjABAAAA_YWiGICrAJhZxQKIBCbSOyAU7H4HJxTvX-coXARkwZQ,控糖不低碳,抖音号： 1009178910,,哪有那么多神奇的方法。健康的事就得一步一个脚印。图快、找捷径的结果就是被骗。不信？关注我。带你看真像,225,408,1428,116,
https://www.douyin.com/user/MS4wLjABAAAA_ZCLFNb2bNl2cz3LoEjaDM2nzW-ut9mw5jHZM4bYf78,缸子瘦了50斤,抖音号： gangzi168369,,,906,2.9w,15.5w,129,
https://www.douyin.com/user/MS4wLjABAAAA-_p0flh110jgwKR419gqJB1w_TZVV0UBrgnKKL9dkRo,龙马健身趣事多,抖音号： LMJSQSD888,,健身是一辈子的事儿！,690,765,4500,181,
https://www.douyin.com/user/MS4wLjABAAAA-_p7RqCYXVQjb97mGRrAYbfOZwOibvuxLviTg1zt_EKz-FK32aserEwsfZvOnpaY,bztpzy,抖音号： bztpzy,,,15,69,119,13,
https://www.douyin.com/user/MS4wLjABAAAA-_xB5mtebMr9NN16rFADdSFXAKAhs8S0TJwZG4Q8QIo,黄挑战的减肥分享,抖音号： X384628972,,,86,2.4w,14.1w,151,
https://www.douyin.com/user/MS4wLjABAAAA-0voQyh_-TyTm6FSqlbXszIADdfuR0Icb2eaSl148h8,李颖博士,抖音号： liying1977,中日友好医院中医内科副主任医师 李颖,,175,9.3w,27.2w,242,31
https://www.douyin.com/user/MS4wLjABAAAA-1-e8_6Ty5Z1Z9ygRv8qWSbWA_wM8Ph5gZbp6DVUGB8,共享智慧酒店大健康,抖音号： 1994373046,,共享智慧酒店。将酒店(过剩产能)客房改造成AI。建材。养老。大健康。智慧餐厅。卡农等共享项目落地的体验场所。并赋予多项增量经济。有兴趣加我。,9847,4512,6.8w,2043,
https://www.douyin.com/user/MS4wLjABAAAA-1Q8ynsWilQsjh5l1fftN0u1ErIBt7Wn93YoxGwkP8c,Lisa揭秘减脂,抖音号： lisafit2020,,,11,33.4w,193.6w,178,
https://www.douyin.com/user/MS4wLjABAAAA-2_brt4xPCgoA5pNKkM9gw_9FXmz09XKV48o9PRKFt0,北京大学第三医院,抖音号： PUTH_bysy,北京大学第三医院官方账号,北京大学第三医院（简称“北医三院”）建于1958年。国家卫生健康委委管医院。集医疗、教学、科研、预防、康复与保健为一体的综合性三甲医院。,7,13.4w,7.6w,417,37
https://www.douyin.com/user/MS4wLjABAAAA-2HWMnz19LpStgXSJJHMAl6EJMSdBREbakj8KvW5wy4,皮肤科中医黄妈,抖音号： huangqingyisheng,东直门医院皮肤科主任医师 黄青,,42,113.7w,200.1w,756,453
https://www.douyin.com/user/MS4wLjABAAAA-3RoypLQjhwYQvdFNVK_X03gCygZSBLWT4zY3X8hXVL_CctBXW1mxrIGBr3A-8rs,天下壮士马基东,抖音号： millka0928,,,195,269,3373,78,
https://www.douyin.com/user/MS4wLjABAAAA-4nx3Kd8AF7Z3oIPlzqE3ha9n1hx1B0ewaTMMU9Yc6A,小时初,抖音号： XSC_Jk,深圳夏樱梦和服装有限公司,,1169,6.5w,172.1w,265,
https://www.douyin.com/user/MS4wLjABAAAA-5kYMy8VF1gQ_rkcgOA3QMrcZ1NVtGaS4oRVX-b_rA8,信诚分享,抖音号： 1048409427,北京高科迈科技开发有限公司,会有些紧跟时代的发明。变成产品。分享给大家。造福社会。,127,74,380,26,359
https://www.douyin.com/user/MS4wLjABAAAA-6qIWdSA1TKUN2JLkeQL8jPm3GNLe8qGmQkIAhSEGRH7PG86TUlpnEv99bvpwHsg,宝鸡市中医医院,抖音号： bjszyyy,宝鸡市中医医院官方账号,宝鸡市中医医院官方抖音号,318,2555,1.3w,131,
https://www.douyin.com/user/MS4wLjABAAAA-79ERXI-CFas_jEpcxrNTV-Kx8Iqv7BnV7Lixa5SSGA,国资小新,抖音号： SASAC,国务院国资委新闻中心官方抖音号,,181,120.6w,1659.1w,2363,632
https://www.douyin.com/user/MS4wLjABAAAA-7a95E_IUCRsIQl8z6n2bOiRouIGlPMORUXGQJEOSo5iCbCfLDEN6x0TP3sgNB_E,花花爱自然,抖音号： btn123,,,37,8174,2.4w,36,
https://www.douyin.com/user/MS4wLjABAAAA-7FLTAVFYNvHONwQ0nIjYBiD3BrBEdRV8tbc26KyyqI,鲁凯主任,抖音号： njszyy001,南京市中医院甲乳外科科室主任 鲁凯,科主任。主任医师。教授。硕导。南京中医药学会甲状腺乳腺专委会主任委员。中国微循环学会甲状腺学组副主任委员。,45,1.4w,6.4w,104,
https://www.douyin.com/user/MS4wLjABAAAA-9oDEBnkmavwn57JdXXJxzhG4rVZcSOXGu0Yb_7eaLMH-gMWQOoIAefMEXXHmRsx,感恩有你,抖音号： dycjcs57j947,,漳州,1141,547,1.1w,406,
https://www.douyin.com/user/MS4wLjABAAAA-9RDtCKbgT40O0R-oBSbhHvdCKTKcYXNXcr-cYh_4kmwZUZXuU9TWXQrTTrrfyf_,马欣教授,抖音号： Dr_MaxWell,山东省胸科医院 内科主任医师 马欣,,436,86.5w,396.3w,1110,
https://www.douyin.com/user/MS4wLjABAAAA-A2PCQ-4fpp8fynz6Qel5i1hXMUcIdkepTcZMUtznYBlRmV0Uxog-K7JFTaxSex4,北京卫视活过100岁,抖音号： beijingweish53,北京广播电视台《活过一百岁》官方抖音号,健康中国行动  指定科普节目最权威最实用的健康知识  每天健康一点点。活过一百岁！,15,3.3w,16.2w,200,
https://www.douyin.com/user/MS4wLjABAAAA-Aep_9-yZyKach3L0G4O3bOlco74hzN4tPBGgqvB41PIMN8Tfi7ONr5VCmJJdh_2,林心,抖音号： linxin48716,,,65,17,231,69,
https://www.douyin.com/user/MS4wLjABAAAA-APqrzDX_JwOMCP8bB6uYGLr8-1e1iLVtjQBIfo-k3o,名医说,抖音号： hlj120,黑龙江省健康产业协会官方账号,关注健康。关注我,220,3.6w,8.3w,384,
https://www.douyin.com/user/MS4wLjABAAAA-ARMitQzhf5poIZ7W1sZj5XiM5-AtFB5Vzw5PTmg5Is,上海默隆 姜姜,抖音号： shanghaimolo,,,960,969,854,73,
https://www.douyin.com/user/MS4wLjABAAAA-AWrK0PFT2cOvAIZ2db7KqZwNgK7IcaoA8GKjctmfm4,肖喜荣,抖音号： xiaoxirong76,复旦大学附属妇产科医院 产科副主任医师 肖喜荣,临床医学博士。硕士研究生导师。毕业于复旦大学上海医学院。曾赴新西兰奥克兰大学妇产科学系进修学习。擅长围产保健。对双胎、胎儿生长受限、胎儿超声异常、妊娠期高血压、妊娠期糖尿病等相关疾病的诊治有丰富经验。现任中华医学会妇产科学分会产科学组青年骨干。中国医药教育协会生育健康专业委员会委员。。中国妇幼健康研究会孕产安全专业委员会委员。,51,18.6w,50.9w,264,625
https://www.douyin.com/user/MS4wLjABAAAA-bEwOLwDr4PlxL53aRPRi4E_9rL06UPkzjTtvtzLGxFiNUw-qiTD0z9ngvst_sDs,cqebh12345,抖音号： cqebh12345,重庆市人民医院官方账号,,253,2792,1.7w,161,
https://www.douyin.com/user/MS4wLjABAAAA-BHZ3AtwS8j7Frmem_Vx3QiJiUUUW4o0Dv-HViD_O_QaeftaTLPrwfNyxZzLBfu1,肾病科高彦彬主任,抖音号： gaoyanbinzhu,首都医科大学附属北京中医医院内分泌科主任医师 高彦彬,,34,10.2w,25.4w,280,
https://www.douyin.com/user/MS4wLjABAAAA-Bn1zYLRIMtu8izF7MgPbNP7LKGf1O0Sq4zhUDX3xK4,工人日报,抖音号： gongrenribao,工人日报官方抖音号,给你好看！要你喜欢！,81,157.0w,2171.2w,2701,1984
https://www.douyin.com/user/MS4wLjABAAAA-c45o_zw_XUotccZcHjpF7uLyTfKm2x4xr9pE1GDKcQ,蒙自市人民医院,抖音号： MZSRMYY1938,蒙自市人民医院官方抖音账号,,171,2.5w,21.1w,267,
https://www.douyin.com/user/MS4wLjABAAAA-dj8KL59THMOf_SzNdpqCeL3Yo3mGBwN_OY9MyPeq1uORfxOsKR_w-1l98khgvcF,金陵唐人张  小成,抖音号： 47358614872,,,823,390,634,34,
https://www.douyin.com/user/MS4wLjABAAAA-dT7PlelTkr4PCHXDnR2OE1E5-mXLDf9BXtu6uBxQQiOQyfGYYagXFYE1_b0R-V0,泌尿男科任医生,抖音号： renlg2021,浙江省立同德医院泌尿外科主任医师 任黎刚,,186,43.4w,186.9w,530,
https://www.douyin.com/user/MS4wLjABAAAA-eSX9ZE_go43NcG0fnytRvPxiuexxNXv8nhYlavkxK7U0i1IbsOExT7yMMlXDZ2h,听王医生讲泌密,抖音号： nfmkwys,重庆三峡中心医院内分泌科主治医师 王莉华,,37,5740,1.7w,50,
https://www.douyin.com/user/MS4wLjABAAAA-eWj-XUAh2zzuCpH1deYw_cLpWfXgSuBkV42QfXSHks,File.G档案哥,抖音号： dangange0123,优质篮球领域创作者,,152,92.7w,1353.1w,523,
https://www.douyin.com/user/MS4wLjABAAAA-H7iNztnX-DMfWKi8WT5zwSeixLZCDT2qehV9H4Si80,哈利壹澜带你涨知识,抖音号： 870954348,藁城区壹澜商行,,3063,3638,8397,22,
https://www.douyin.com/user/MS4wLjABAAAA-Hb-4F9Y2cX_D0VZapSrRQ71BarAcaE1AUDI5gkZBEY,人民网,抖音号： renminwang,人民网官方账号,权威 实力 源自人民,5,5367.4w,26.3亿,5875,517
https://www.douyin.com/user/MS4wLjABAAAA-ILgo0Og1RCYCs2tv_mrXV4N-WCIW1BYjM_rEe92rII,常德市第一人民医院,抖音号： cdsyy,常德市第一人民医院,,47,2.4w,23.1w,102,56
https://www.douyin.com/user/MS4wLjABAAAA-iM_TvmFbxjI4GhhmCeM3Ua1yRzIzAG6LwUWrvqqqEM,古悦,抖音号： lin20171202,,,408,161,650,50,
https://www.douyin.com/user/MS4wLjABAAAA-JG5dek3GGgZnRrECO9wgVD4-SabexCgmJQshlC1rsQ,健康管理师    商淑萍,抖音号： jiankangguan37,,从事健康管理工作25年。医者仁心。敬畏生命。敬畏职责。愿意把有关健康体检方面的知识与大家分享。,411,1091,1.5w,209,
https://www.douyin.com/user/MS4wLjABAAAA-JPee7EULThz_N0E2q-Gl8azvWX-NCmxF8ULvwFzZUo,健康水知道,抖音号： 1234578910JQKA,,,198,88,150,12,
https://www.douyin.com/user/MS4wLjABAAAA-JvtbCjocr5m5fFmneaQgq5P6iyYddFG77Bj60CcYc7tKRFrdx60jLDVZnPRk_Nf,透明实验室ALI,抖音号： healthlab_ali,,实验检测不高冷！欢迎来到透明实验室。来点不一样的！,24,31.4w,39.1w,83,
https://www.douyin.com/user/MS4wLjABAAAA-l09naZDUjf5DUnKyr4i7KJAxYcUsw-MWAhsCNPNT4w,程兰姐姐话女人,抖音号： chenglan2005,广东省中医院妇科主任医师 程兰,,4,41.0w,238.8w,384,
https://www.douyin.com/user/MS4wLjABAAAA-l41xyDlqpTLMwJhPFTQPct178wlhwXDe8KSZ03sOoE,周药师团队,抖音号： 2061750299,,药学专业,2136,1065,2886,44,11710
https://www.douyin.com/user/MS4wLjABAAAA-lG4HmVuCxmWI-A_iMgbqsCjMIdXJG1tKYDm1rFv_0_1BNaptqtA9sSDqEqMU56O,消化科的竹大夫,抖音号： doctor_bamboo,北京医院消化内科主治医师 张竹,：消化科医生：消化内镜   ESD（内镜黏膜下剥离术）早癌治疗：北京大学医学部 博士         中国医科大学     硕士：京城第一赏菊人：做硬核科普知识传播：感谢抖音平台。感谢广大粉丝,54,5363,9373,122,
