title,videolink,like,timespan,userlink,username,uploadtime
#上热门 您了解酮体吗？@抖音小助手 #健康#减肥 #低碳饮食 ,https://www.douyin.com/video/7024264700393295141,818,0:59,https://www.douyin.com/user/MS4wLjABAAAAN3yQqPLRPtPqRO1LcvAaijUp2WzMHfgkBcwgJ5WBEoF-hc8QAG_rtwwlr8iSxFuj,@朴养道,2月前
#上热门 应该如何保护胰岛功能？@抖音小助手 #低碳饮食 #减肥 ,https://www.douyin.com/video/7017299728635399438,4143,1:02,https://www.douyin.com/user/MS4wLjABAAAAN3yQqPLRPtPqRO1LcvAaijUp2WzMHfgkBcwgJ5WBEoF-hc8QAG_rtwwlr8iSxFuj,@朴养道,2月前
#上热门 不吃碳水化合物会营养不良吗？@抖音小助手 #减肥 #涨知识 #创作灵感 #减肚子 ,https://www.douyin.com/video/7018310120232832264,4021,1:09,https://www.douyin.com/user/MS4wLjABAAAAN3yQqPLRPtPqRO1LcvAaijUp2WzMHfgkBcwgJ5WBEoF-hc8QAG_rtwwlr8iSxFuj,@朴养道,2月前
#上热门 低碳生T饮食几个月。为什么体重反而会增加？@抖音小助手 #养生#低碳 #减肥 ,https://www.douyin.com/video/7000138255358250253,515,1:04,https://www.douyin.com/user/MS4wLjABAAAAN3yQqPLRPtPqRO1LcvAaijUp2WzMHfgkBcwgJ5WBEoF-hc8QAG_rtwwlr8iSxFuj,@朴养道,4月前
无糖饮料也不能多喝#无糖饮料 #无糖@DOU+小助手 #预防大于冶疗 ,https://www.douyin.com/video/7012399190147992873,17,0:07,https://www.douyin.com/user/MS4wLjABAAAAxgr4FHuygtFnaoC_Iuf73CP7294ETbo3JNhwaAMYO98,@人间烟火,2月前
快速检测试纸条#伟国牧场用品,https://www.douyin.com/video/6958634380323589417,10,0:15,https://www.douyin.com/user/MS4wLjABAAAApyVn2PqRGwFWvIOYKSJjEdAEqV1KZ3YErJmA3VAWq9U,@十一,8月前
@DOU+小助手 @抖音小助手 @抖音能量站空腹血糖正常值参数：成人：（空腹）3.9～6.1mmol／L或70,https://www.douyin.com/video/6992894543247035659,37,0:12,https://www.douyin.com/user/MS4wLjABAAAAJw4T2i9yGGct7VgbM9D7JSnmjcPRJASR7xqb4ppO56g,@雨小蝶,4月前
#女孩子要努力 @有什么难过 骨髓配型失败 @SOIAR 看你结果,https://www.douyin.com/video/7011878160602090792,13,0:09,https://www.douyin.com/user/MS4wLjABAAAAxZYNnz2JxQdEgUt52YTaEhN8yAQK3qBAVMiezlVgKmE,@云南汪富贵.com,3月前
餐后二个小时！血糖7.0！非常棒！继续加油,https://www.douyin.com/video/7014451692637048072,30,3:00,https://www.douyin.com/user/MS4wLjABAAAAEzsuvgnIyaWvWtcqpd1YTMubUJ7euYCDcOrMW8KFF-k,@重生哥@,2月前
一天三顿饭前打胰岛素！十二个单位！阿卡波糖两片！,https://www.douyin.com/video/7017004144456224031,33,2:55,https://www.douyin.com/user/MS4wLjABAAAAEzsuvgnIyaWvWtcqpd1YTMubUJ7euYCDcOrMW8KFF-k,@重生哥@,3月前
原来一个月两针利拉鲁肽。两针胰岛素。一天吃四遍二甲双胍。阿卡波糖。血糖还是控制不住。手术后21天。血糖恢复正常。我还是幸运的。手术成功了。虽然遭罪。但是身体健康最重要。,https://www.douyin.com/video/7015071083996974350,8,0:09,https://www.douyin.com/user/MS4wLjABAAAAUDiQON-AO_GAsEcmRMS2WABnJhH4_44V4Z5VEZJEAuM,*！那小胖。,3月前
果然是上了年纪。医生说：注意饮食结构控制糖分。吃饭七分饱。饭后散步半小时。每天自己扎手指测血糖四次#妊娠糖尿病,https://www.douyin.com/video/6995471662636469545,5,0:09,https://www.douyin.com/user/MS4wLjABAAAAlI9NpfxvoNjw-30AhPHn3s3XQgXribnTRPiU8K6GbEI,&月半＆,5月前
实验室培育定向大肠杆菌噬菌体。对辽宁省养殖业大肠杆菌以及土壤进行分析做针对性的噬菌体。加油！#养鸡行业#养鸡助手 #养鸡技术 #噬菌体 #实验室 ,https://www.douyin.com/video/7020650015412505856,26,1:17,https://www.douyin.com/user/MS4wLjABAAAA3G3AAZHHWz0SfFxVtTwEu4TxaAHZ-lOMBZa2v5mRYq8,࿐ཉི 冰冰 ཉི࿐呀,2月前
甘肃诺亿康（远达）医疗器械销售公司,https://www.douyin.com/video/6981448880542027047,9,0:22,https://www.douyin.com/user/MS4wLjABAAAAN_4lDdtrbkTpF2rzKMQeJFNv2qFC-H0B3rHEKbzQNe66gFRIEYJ6PALML3toGE3Z,～～无名～～,6月前
噬菌体——大肠杆菌,https://www.douyin.com/video/7005930476804361472,6,0:13,https://www.douyin.com/user/MS4wLjABAAAA83jhnTPVoZKl4ndMOstv1vAMRFZn1joAHtv3yCXQSTRRAtH0fDbIRs0duPaH-r4Y,~同康王妃  娜娜～,4月前
#健康减肥该吃吃该喝喝 @抖音小助手,https://www.douyin.com/video/6950949620344278302,16,0:53,https://www.douyin.com/user/MS4wLjABAAAAv9ASGJ1UtBvc0tQS5DqGF0gMqKEWa5ZSmxgIthcgFMk,★超级赛亚蓝,8月前
#减肥 #增肌 大佬讲碳水。理解要一定基础,https://www.douyin.com/video/6952118191086783758,120,7:52,https://www.douyin.com/user/MS4wLjABAAAAEqNoTBPKYceRG0K4n_GmTIcpLSjuWTZt2AZ4M5DR_Cg,♞小壕♞,8月前
中科院学者首次发现胰岛成体干细胞,https://www.douyin.com/video/7014465444841098509,1,4:34,https://www.douyin.com/user/MS4wLjABAAAAx6dFRqtZxa4_41ArmPhOqPXSrhJCDYY99vsV5Fy5MYA,0ne22,2月前
专业的力量,https://www.douyin.com/video/7005380972476730662,5,0:24,https://www.douyin.com/user/MS4wLjABAAAAaTQqxYHQlsFNUkvm4_SiiFPV3C_XasN7Sbsc45WiSNrkNHtaUurz8tMrOwdjDZ-M,113116O,4月前
天热。就用护康酸。水里加上护康酸！1。饮水量一天内就能提升！2。饮水量提升。采食量就能提升！3。饮水量提升。尿液增多。排热就能更顺利！4。采食量提升。母猪繁殖就能得以保障！,https://www.douyin.com/video/6991746663362743566,16,0:10,https://www.douyin.com/user/MS4wLjABAAAAgElHsEDVmga9uo51yM2kNvSRi49lbtirhzNxGOzY-VQ,135保健养猪站翼城县李莲波,4月前
#动态血糖仪 #正常血糖值 #糖尿病 #连续血糖监测  正常人的8天血糖曲线,https://www.douyin.com/video/7026191615991581967,34,1:21,https://www.douyin.com/user/MS4wLjABAAAAmbvc-6MJBKxqAcFrdMVoYtkDiosyKsYDbNRxUtmMPi9WuhugGBCuwV2X3FCXWRrp,1型小糖猪控糖记,2月前
#动态血糖仪 #监测血糖 #美奇动态血糖仪 #控糖 #血糖监测 #糖尿病,https://www.douyin.com/video/7023622981557488936,131,1:09,https://www.douyin.com/user/MS4wLjABAAAAmbvc-6MJBKxqAcFrdMVoYtkDiosyKsYDbNRxUtmMPi9WuhugGBCuwV2X3FCXWRrp,1型小糖猪控糖记,2月前
#血糖仪 #瑞特血糖仪 #糖尿病 #血糖监测,https://www.douyin.com/video/7011047917666553129,54,1:22,https://www.douyin.com/user/MS4wLjABAAAAmbvc-6MJBKxqAcFrdMVoYtkDiosyKsYDbNRxUtmMPi9WuhugGBCuwV2X3FCXWRrp,1型小糖猪控糖记,3月前
有这些症状要小心胰腺癌！,https://www.douyin.com/video/6985380807116475688,10.1w,0:59,https://www.douyin.com/user/MS4wLjABAAAADpM4jbat_mbZoEckdUOutRY9CMX33wqNyk3xFC7_aa0,36.7 ℃明星听诊会,4月前
“癌中之王”胰腺癌还有救吗？,https://www.douyin.com/video/6986112323370896640,4210,0:59,https://www.douyin.com/user/MS4wLjABAAAADpM4jbat_mbZoEckdUOutRY9CMX33wqNyk3xFC7_aa0,36.7 ℃明星听诊会,4月前
糖尿病和胰腺癌关系密切！,https://www.douyin.com/video/6986558018641022242,994,0:52,https://www.douyin.com/user/MS4wLjABAAAADpM4jbat_mbZoEckdUOutRY9CMX33wqNyk3xFC7_aa0,36.7 ℃明星听诊会,4月前
噬菌体到底是个啥？带你们看看病毒是怎么繁殖了#趣味生物 #三小时复述一本书 #动漫 #科普 #涨知识 ,https://www.douyin.com/video/7013523706144230690,64,0:58,https://www.douyin.com/user/MS4wLjABAAAA2ABni34fCuU7utZMHSyYcboDnUl82yDhxiGqy_sua1w,3小时复述一本书,3月前
我们是什么时候被洗脑成“脂肪焦虑”的？,https://www.douyin.com/video/6939813163118464294,3,6:51,https://www.douyin.com/user/MS4wLjABAAAACDAHI72RKfel0nItWuWcY3qkYe4Yr3y_TjG4BNpvyjO8ZGjXMOfIDGRyj5_U71_K,42是猫,9月前
鲜玉米升血糖高吗？糖人吃一根血糖会爆表吗？亲测一下看结果！,https://www.douyin.com/video/6990617333932821764,1,2:08,https://www.douyin.com/user/MS4wLjABAAAAefxvTOSPGY7-1KuEjrcMHIVZoXqH1x3Ef_P5sb7zlDg,610的控糖生活,4月前
2021湖北福人药业葡萄糖酸钙锌口服溶液必火火火,https://www.douyin.com/video/6954757128296860963,13,0:39,https://www.douyin.com/user/MS4wLjABAAAAs2rD2hhn7w833H0_MwUXTWGtHJV6ZfUoRKT2r5KTz-3CDVJX-NskLM-LnFhp_EhP,72团鑫众康源大药房,7月前
80后的小娘们,https://www.douyin.com/video/7005681648037645568,21,1:02,https://www.douyin.com/user/MS4wLjABAAAAlm4AhUltYBh_SszoPC1TAjwK6C-uDUVWN0jpJJBZSE8NQmZYFgk4xuBD6rYRSfpL,80后的小娘们,4月前
90后小伙的抗癌日记,https://www.douyin.com/video/7015777160799603968,8,0:30,https://www.douyin.com/user/MS4wLjABAAAAEMFtI9u2MKHhc86TrNaP2_KSG5vlXZeEAmeUce8BmuP11yBwz7CWoGacbgSLLlTU,90后小伙的抗癌日记,3月前
#消耗脂肪#脂肪燃烧营养师茜茜科普！,https://www.douyin.com/video/7007944670990863650,10,0:30,https://www.douyin.com/user/MS4wLjABAAAAxT7TcVLtN6fA7VLQ5BfnltXZlrB2AgUc-la7i88tM0A,97年的茜茜~,3月前
#糖耐喝糖水 。今天做糖耐紧张了一天。生怕不过  分享血糖标准值给你们。你们一次通过,https://www.douyin.com/video/7012495408756706575,31,0:09,https://www.douyin.com/user/MS4wLjABAAAAya1WU3R0oD-2oOO_wEtKGiVIBiGuIyaWPVw1COUB2ks,A-小萝卜头,3月前
#科学养宠 #健康科普 #科普 #猫咪 ,https://www.douyin.com/video/7017365804220009761,56,0:32,https://www.douyin.com/user/MS4wLjABAAAA3huuFTUU6hEXCbGWpCcwHprplbq-sWEzmmJwp4fDNxI3Ee2lhmtIWqJP-y6WXJGp,A.cats,2月前
希望所有女孩都不知道这个药。副作用太大了头晕恶心重度鼻塞便秘浑身没劲。关键目前市面上就这一种药…%溴隐亭 ,https://www.douyin.com/video/7013359968875318564,14,0:30,https://www.douyin.com/user/MS4wLjABAAAANdcUkENaq9s2Oi8JEqtTNjvtm5tcBFSoDBLlgpaZD6k,a* 倩倩儿,2月前
#血糖 #血糖高 #血糖仪 #血糖监测 与大家分享血糖知识,https://www.douyin.com/video/7022611390590487816,0,3:01,https://www.douyin.com/user/MS4wLjABAAAA1TMtebjiehu8ux3Xji-8bpowqmpGWTSUwZY_eeNff8ZUP651qrnMLHOMduo9JyJC,A88980031,2月前
给公公的衡糖胶囊,https://www.douyin.com/video/6984421896825654561,41,0:12,https://www.douyin.com/user/MS4wLjABAAAANGgznHKH5ePeINGiTxv3ceQ5hOdIwmM4wLKPfQ3jhsGZ5qVYetULjHe2oisJYEwT,ABM品牌管理-(杨田青),5月前
ACR陈舟医生,https://www.douyin.com/video/7018755117415468324,250,0:31,https://www.douyin.com/user/MS4wLjABAAAA9cGmpwCHR19RW-NNDZFe9KFFcPkCQcdI9rTRtNP_3sM,ACR陈舟医生,3月前
#医学科普 #健康 #科普 #涨知识 #肾病 #医生 #干货 #上海 #尿常规 重点关注的指标有…,https://www.douyin.com/video/6985012541814508804,572,0:28,https://www.douyin.com/user/MS4wLjABAAAA9cGmpwCHR19RW-NNDZFe9KFFcPkCQcdI9rTRtNP_3sM,ACR陈舟医生,4月前
体检血常规。我们应该重点看以下4个指标。主要的内容被抖音反复审核不通过。我也是醉了。#医学科普 #健康 ,https://www.douyin.com/video/6988438391494954252,168,0:10,https://www.douyin.com/user/MS4wLjABAAAA9cGmpwCHR19RW-NNDZFe9KFFcPkCQcdI9rTRtNP_3sM,ACR陈舟医生,4月前
手把手教你。自己看懂尿常规报告！#尿常规 #医学科普 #科普 #涨知识 #肾病 #上海 #医生 #变美 ,https://www.douyin.com/video/6984219763517984032,4527,0:36,https://www.douyin.com/user/MS4wLjABAAAA9cGmpwCHR19RW-NNDZFe9KFFcPkCQcdI9rTRtNP_3sM,ACR陈舟医生,5月前
肾病会遗传吗？#医学科普 #肾病 #健康科普 #健康 #科普 #上海 #健康dou起来 #涨知识,https://www.douyin.com/video/6969082847332207905,107,0:42,https://www.douyin.com/user/MS4wLjABAAAA9cGmpwCHR19RW-NNDZFe9KFFcPkCQcdI9rTRtNP_3sM,ACR陈舟医生,6月前
#好消息 合肥造口服胰岛素。有望明年全球率先上市。,https://www.douyin.com/video/6967259717890526477,2366,0:24,https://www.douyin.com/user/MS4wLjABAAAAMv9NnZKdDlzdTQ2M3QgiFp6mmz_LaJBeTsYwlWqvzak,AHTV第一时间,7月前
血糖多高的时候。才需要打胰岛素？#健康#血糖#糖尿病,https://www.douyin.com/video/7028748267898948868,22,0:35,https://www.douyin.com/user/MS4wLjABAAAAIjLArwtCOYP-8cABiTejrWkBgOvfhgSkrFMQ_asxoJ8EU-A9FBdJjX95-pyVnT_u,AHTV医道健康,2月前
#养生就是养健康 #免疫细胞 #科普健康知识,https://www.douyin.com/video/7016501865856666887,14,4:02,https://www.douyin.com/user/MS4wLjABAAAA90JvZO2_wfM-C8W259F1a0gAV1Vj9e6KAGb5ld17TMo,Ai   一帘悠梦！,2月前
#营养健康 #健康科普 为默默付出的脂肪正名,https://www.douyin.com/video/7013019971018149152,21,2:56,https://www.douyin.com/user/MS4wLjABAAAA20qy1NCGk1BRv4MusOM7ILpA-IoycZ4I_39Ey-B-BTE,AIS-普拉提 王小冉,2月前
降糖操。大家和我一起练一练#感谢支持与关注#开发大脑#瘦全身@抖音小助手,https://www.douyin.com/video/6956874290583194917,1.4w,0:07,https://www.douyin.com/user/MS4wLjABAAAAXFidtKP7lM6CppACSmkOq-I4cJlGTwmmihI_urvKpUf9yisde9CgSjoqneHzTsLk,Ai追击美丽姐,8月前
#噬菌体（phage）自我复制动画演示...#侵袭细菌的病毒 #病毒复制,https://www.douyin.com/video/6969922619902643463,87,0:36,https://www.douyin.com/user/MS4wLjABAAAAzczPnf0yFUaRvaDIdq6lYsbpf7D5K-uc1e7uoZy_evo,Alex自然风物志,7月前
安国市妇幼保健院产科门诊副主任医师高云《妊娠期贫血的治疗》,https://www.douyin.com/video/7005472659781815584,38,1:53,https://www.douyin.com/user/MS4wLjABAAAAiV_wOfsBYj1NKBNsYUY4OaBkV99MmTx3TaBGgNongpI,anguofuyou,3月前
三种天然添加剂之甜味剂砂糖,https://www.douyin.com/video/6976528433023028488,4,0:30,https://www.douyin.com/user/MS4wLjABAAAA5r0LEf91G0JXpZreXM3YWozscsZpu6ZSSgjpPKEn0qtOj9QWl4EXDFXBxIUl02PR,AnyCakes,5月前
早上排队看病拿化验单 下午排队拿药 一天都在医院,https://www.douyin.com/video/6987267786863168801,22,0:13,https://www.douyin.com/user/MS4wLjABAAAA_1-fq6rI67TN_dBTCd2UqG0aK2bh2-rhOfE6bsyKuV4,A帅邦 厨卫电器 集成吊顶《葛》,5月前
#盐蒸房 #养生就是养健康 #生活的美无处不在 ,https://www.douyin.com/video/7028461230604045599,5,0:16,https://www.douyin.com/user/MS4wLjABAAAAKEgPhzT0IUGmDS3xa1wRRaA5J2JWqu_WsRE91eaKvJs,A微笑^O^人生,2月前
验孕试纸的正确使用方法。竟然很多人还不知道。快来看看吧！#怀孕 #备孕#怀孕那些事 #怀孕日记,https://www.douyin.com/video/6973658135441493281,577,0:47,https://www.douyin.com/user/MS4wLjABAAAA0Vy-xsvqS9RHNq-pNU6ONvo2HS1OjYVIZ5sadz9tzQE,BabyCome梦小涵,7月前
脂肪和卡路里的关系#健身减肥 #脂肪 #卡路里,https://www.douyin.com/video/7004364875191389477,25,0:28,https://www.douyin.com/user/MS4wLjABAAAA_j_92oaupqVTTA1bMEWetEAzK45Ey56_2izhsp318HuaJGZKXkTsIQy-SBbNkKQQ,BAISHUNAN_,3月前
