22,【菲瘦不可】IFBB PRO,抖音号： SHEMAN27,,简介：人间清醒。变美上瘾  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _      CCTV特邀舞蹈嘉宾  健身赛事十连冠  IFBB PRO 职业卡选手  12年塑形经验。成功帮助1000女性成功蜕变,3458,3852,1.7w
23,【育儿有方】,抖音号： dy00777333,,关注孩子的童年健康问题  每日分享育儿知识。 共同成长  成为优秀的父母。培养优秀的孩子  推荐好书在下方商品橱窗,117,34.1w,99.8w
24,@艾琳,抖音号： 83707028,,1989宝妈  2021小牛牛  初为人母努力学习 喜欢我们就留下关注吧  一起交流带娃经验,59,1.5w,6.5w
25,@臭猪麻麻（二胎中……）,抖音号： 1479285347,,抖音上纪录结婚。生子。日常生活,199,272,3309
26,@春春,抖音号： 1107748206,,花椒树下谈爱情。一个麻一个！,1167,985,1.9w
27,@何静,抖音号： 19965900583he,,一种环境养育一种人！,496,475,1.5w
28,@何菩萨,抖音号： hhy0507,,守望生命。静待花开  在平凡的岗位托起耀眼的太阳  助“你一生”平安  关注我。分享好物。带你了解更多产房趣事  和分娩相关知识。  +v zcs-hps  找我合作,148,4404,5.5w
29,@敏宝的减脂餐,抖音号： minbaojiayou,,承蒙厚爱。感谢关注  身高165。历经四个月。原体重150到105  每日分享健康低脂饮食。一起变瘦变美  感谢抖音绿色平台。记录美好生活,254,4026,5.1w
30,@朴养道,抖音号： MG.liaoditan,陕西朴养道健康科技有限公司,1、  每天早上七点四十准时开播！2、『低碳生活、ST饮食』的实践者、受益       者、分享者。3、 我们将为大家从各个角度解析『低碳生活、ST饮食 』。4、帮更多人建立起『低碳生活、ST饮食』的   正确认知。,185,1.8w,6.9w
31,@十一,抖音号： cuifang1221,,A,334,394,2491
32,@雨小蝶,抖音号： 688425894,,所以呢。在你心里我算什么？,1134,8746,8.6w
33,@重生哥@,抖音号： 1168275718,,水到绝境是风景！人到绝处是重生！,4397,2351,6282
34,*！那小胖。,抖音号： GJ3977,,万物皆上涨。唯有岁月减。,50,128,1367
35,&月半＆,抖音号： 372285076,,,246,130,1642
36,࿐ཉི 冰冰 ཉི࿐呀,抖音号： WB881155,,欢迎有识之士前来洽谈合作  饲料添加剂。核心原料研发  代加工正规厂家的原料和无抗无药残核心原料加工。只和正规企业商家合作  专业知识+下方V  VX:wubingwm,1732,2097,2.5w
37,～～无名～～,抖音号： dyzenxenk5r5,,,118,32,83
38,~同康王妃  娜娜～,抖音号： nana08280409,,心若年轻。青春便在！    :18562512619,198,151,1099
39,★超级赛亚蓝,抖音号： 646691cb,,中国国家职业健身教练  社会体育指导员(健身方向)  诺亚第肩颈运动康复评估认证  诺亚第髋膝运动康复评估认证  美国体适能(AFAA)认证少儿竞技体能训练师美国国家运动医学会(NASM)认证青少年儿童体适能训练师  运动营养师认证,304,4673,1.2w
40,♞小壕♞,抖音号： 145590979,,—美国奥普帝蒙星耀大使,1089,1171,492
41,135保健养猪站翼城县李莲波,抖音号： 597357662,,长沙绿叶自2002年成立。  创新性地提出了保健养猪的概念和技术原理。  开发出135保健养猪技术。  研制出护舍安、牲命1号、母猪大壮素、奥得曼A、肥猪大荘素、护仔康1/2号、生安四剑A、生安四剑B等产品。  并荣获国家科学技术进步奖。  长沙绿叶专注于保健养猪领域。  致力于帮助广大养猪场实现轻松养猪、快乐赚钱。,769,434,1.2w
42,1型小糖猪控糖记,抖音号： 1xingxiaotangzhu,,️C肽的1型糖尿病博主｜不只分享实用控糖心得  门冬德谷｜无针动态  关注点赞。可获取糖友专属保姆级免费电子版书《甜蜜一生由自己》,85,3524,6219
43,36.7 ℃明星听诊会,抖音号： SMG367,上海广播电视台都市频道《36.7℃明星听诊会》栏目官方抖音账号,上海都市频道  《36.7℃》栏目  任何问题欢迎私信小编  每周五20点30分  记得看节目,22,10.5w,50.5w
44,3小时复述一本书,抖音号： dy80cdmnj3f5,,三小时复述一本书课程是大脑空间全国首创的高效学习课程。目前面向全国招生招商。帮助孩子解决时间问题。帮助校区解决招生转化问题。各位家长和校长感兴趣请咨询：15564028359（微信同号）,51,128,1337
45,42是猫,抖音号： 42iscat,,会点减脂。,16,109,576
46,610的控糖生活,抖音号： 65370044293,,分享一个新人的控糖生活！,16,2108,95
47,72团鑫众康源大药房,抖音号： lmb.155692389666,,今日起我便是佛教弟子。无欲无念  静心修养生心,183,186,2653
48,80后的小娘们,抖音号： 80houdexiaon53,,人生很短。恩情珍贵。别忘了帮过你的人。别丢了对你好的人。  （拒绝连赞）,3086,1391,1.7w
49,90后小伙的抗癌日记,抖音号： hmk2317666,,90后小伙的抗癌路  大家好我是明昆。2020年10月查出白血病移植后一直在抗排异抗感染的路上。我在努力的活着。感恩关注支持我的朋友谢谢你们。,79,372,1896
50,96后妈咪,抖音号： 960111.PL,,生活日常  宝贝日常  牛宝宝  have a nice day.,146,231,1167
51,A.cats,抖音号： New7.Cats,,————--Lovely cats.——————          流浪猫关爱计划发起人职业宠物营养师 爱护猫咪从懂做起,13,1886,6340
52,a* 倩倩儿,抖音号： 130473619,,相爱容易。相知难！,718,590,9246
53,A88980031,抖音号： A88980031,,本人专注于医疗服务10余年。希望用我的专业知识和资源给您带来帮助和购买到价优保真的产品。每天一款产品讲解。下午一点半到五点直播讲解。欢迎关注小微微A15391193339注明抖音。谢谢抖音官方,4,1253,365
54,ABM品牌管理-(杨田青),抖音号： dyzst7dd0on9,,我是做品牌管理的。有品质生活。美丽。健康养生。三大类产品。        ABM是一个国际品牌经销管理平台。依托于ACCESS品牌管理集团的全球品牌资源和单创会员商城。全方位赋能个体创业者经销海外优质品牌。通过线上线下全渠道。向全球客户输出优质的产品和服务。创造价值。v:yang650032,1826,1057,6331
55,ACR陈舟医生,抖音号： chen70197,上海长海医院肾内科主治医师,擅长：痛风、高尿酸、肾结石、尿路感染、尿毒症等疾病  进粉丝群聊。学健康知识,109,14.6w,13.9w
56,AHTV第一时间,抖音号： dysjdy2003,安徽广播电视台,安徽广播电视台经济生活频道官方账号  栏目热线0551-63416060 0551-63658080  投稿邮箱：ahjsxmt@163.com。爆料时请务必留下联系方式！,55,692.0w,1.0亿
57,AHTV医道健康,抖音号： yidaojiankang,安徽广播电视台《医道健康》栏目官方抖音账号,安徽广播电视台健康科普栏目《医道健康》,5,1310,8635
58,Ai   一帘悠梦！,抖音号： 1245689166,,,794,356,2029
59,AIS-普拉提 王小冉,抖音号： 42996486,,国家三级健康管理师 一个有信仰的普拉提健身教练,180,194,1950
60,AnyCakes,抖音号： 14day33006,,事不能一蹴而就。  打好基础很重要。,1,22,52
61,ayj1166,抖音号： ayj1166,,,0,0,0
62,A帅邦 厨卫电器 集成吊顶《葛》,抖音号： ge13855233595,,知足常乐,268,314,9303
63,A微笑^O^人生,抖音号： 942596313,,,463,224,2187
64,BAISHUNAN_,抖音号： 472415988_,,一个普通健身爱好者。  身高184cm 体重83kg。  分享健身日常。,16,1.7w,3.4w
65,BDTV生活健康频道,抖音号： BDTV3,BDTV生活健康频道官方账号,一个有趣的频道！,27,4.2w,43.4w
66,Beybey An（芳）,抖音号： 15168470151CC,,成功不是将来才有的。而是从决定去做的那一刻起。持续累积而成。,325,805,5553
67,bibuli,抖音号： 633003412,,,0,38,270
68,Brock,抖音号： 7511241,,分享健身技巧,192,65,93
69,Burning Fitness,抖音号： 1103303200,,用心做减脂,92,30,128
70,BYHEALTH汤臣海外优选,抖音号： dyndstntnf62,菲比（广州）传媒科技有限公司,点关注。带你了解关节养护小知识  关爱·品质·生活,7,1.1w,1.1w
71,bztpzy,抖音号： bztpzy,,,15,69,119
72,B超先生,抖音号： 2230329978,阳江市人民医院超声医学科副主任医师 梁启硕,阳江市人民医院超声医学科副主任医师  个人言论与单位无关  分享所学。分享健康,250,4205,9105
73,Cat,抖音号： 68623348883,,往后余生做一个积极向上的女人！  每天都要能量满满的正能量！  照顾好生我的和我生的人。  爱你们！,1763,1154,1.8w
74,cci莹,抖音号： cciying49923,,一个人的健康。要从每天早餐开始！,90,434,956
75,CGTN,抖音号： CGTN,中央广播电视总台CGTN 官方抖音号,中国环球电视网（CGTN）于2016年12月31日开播。是一个多平台的国际传播机构。旨在为全球受众提供准确、及时的信息资讯和丰富的视听服务。促进中国与世界沟通了解。增进中外文化交流与互信合作。,9,926.6w,2.0亿
76,CHUCHU,抖音号： 149080834,,记录我自己,455,52,123
77,Claus,抖音号： 3896819,,911心有所属勿扰,118,55,209
78,CMTW田径之声,抖音号： Tianjingzhisheng,河北迈特威体育发展有限公司,科学   严谨   实事   求是为田径运动发声为田径科技发声为田径运动员发声致力于田径运动推广普及,697,15.6w,110.1w
79,coco姐姐的实验屋,抖音号： coco_Laboratory,,儿童科学实验。手中小实验。心中大世界！每周五、周六更新～公众号：coco姐姐的实验屋,2,1435,4702
80,CoolMed医学APP,抖音号： CoolMed,,不氪也值得拥有的学医APP   1000+医学动画微课   3000+高精度3D模型   28000+医学各科题库,6,5.3w,8.2w
81,cqebh12345,抖音号： cqebh12345,重庆市人民医院官方账号,,253,2749,1.7w
82,CR777777FAN,抖音号： CR777777FAN,,,0,0,0
83,crystal语萧,抖音号： fyxftt,,新手宝妈（已生女宝一枚）  孕期记录,36,47,227
84,D.S健身工作室魔鬼龙教,抖音号： 1053715635,,工作生活并存。做个开心的平凡人。  健身教练一枚。,303,115,702
85,daifu3366,抖音号： daifu3366,,,0,0,0
86,daxingtan592,抖音号： daxingtan592,,,5942,540,4499
87,Dear Baby,抖音号： DearBaby.life,杭州威范网络科技有限公司,「宝宝吃的。要选鲜的」  百万妈妈信赖的新一代婴童鲜主食品牌  与你分享实用、有趣的营养、喂养、育儿知识  告诉你如何轻松做辅食。让宝宝的餐桌五颜六色  快来直播间。超值浮力等你来,38,1925,366
88,DF,抖音号： 286666078Li,,韩愈说：“业精于勤。荒于嬉；行成于思。毁于随。”,437,341,1.0w
89,DGI官方旗舰店,抖音号： FORM_DGI,合肥凌晨商贸有限公司,低GI倡导者专注糖高人群代餐  低升糖缓升糖高饱腹  怕糖吃DGI  北上广118家三甲营养科在用  合作请联系,136,1785,1382
90,Dilshat_Nezer,抖音号： Dilshat_Nezer,,一个认真的逗比  vndidar ：Dilshat_Nezer,283,3.1w,21.7w
91,DMD失去童年的色彩,抖音号： 1999688042,,,449,823,7129
92,Doctor张,抖音号： 872406558,临沂市妇女儿童医院儿科主治医师 张广云,三甲医院儿科主治医师  两个孩子的妈妈  每天分享优质健康知识  我们共同见证孩子健康每一天  本人一切言论与所在单位无关,2742,3412,9301
93,DODXO动漫,抖音号： 96173910,,感谢关注,6,46.7w,3695.7w
94,Dou 热音乐榜,抖音号： 389192585,,分享每日抖音热歌！  如果好听。又不知道歌名怎么办呢？  那你要记得关注我呀！,176,106,412
95,Dover,抖音号： Alkylation,,石化行业工艺工程师一名。欢迎交流。  主页实验会造成人身伤害和环境污染。请勿模仿。  请勿违反化学品管理法律和条例。安全你我他。  不去其他平台。个人V:songdaishiyu,444,5.8w,25.7w
96,Dr.WangTF,抖音号： Dr.WangTF,中国康复医学会减重与代谢康复专委会青年委员 王廷峰,复旦大学附属浦东医院副主任医师。医学博士。曾在美国杜克大学研修减重与代谢外科。擅长单孔腹腔镜微创手术。在肥胖症。2型糖尿病。胃肠肿瘤和疝的微创治疗方面经验丰富。,110,367,912
97,Dr.wangxiuying,抖音号： Dr.wangxiuying,,,0,0,0
98,DrX,抖音号： 120996055,安徽省立医院 神经外科主治医师 徐昊,三个男孩的超级奶爸  华中科技大学同济医院/加州大学旧金山分校——医学博士  《学会看病》《人类历史上的传染病》——科普作者  手术视频都在合集里  每周日晚8：30直播。感谢支持,908,59.8w,287.0w
99,dyejj0tkidkf,抖音号： dyejj0tkidkf,,,0,0,0
100,DZ瘦叔,抖音号： SS.Balancer,,19年的瘦身健康指导者  帮您瘦的40+大叔  理想真的把健康.减肥这事做好  一对一瘦身计划。必瘦瘦身管理营  为俱乐部制定或合作承诺瘦身服务  健康行业投资人  2009邦德健身 2015巴伦斯健康管理  2017熔岩健身 2019BALANCER梦想健身,804,4.0w,14.0w
101,D窦窦公伟健身运动,抖音号： D6666G6666W,,2022年带100万人完成健身目标  ACE美国运动委员会“国际私教”  NSCA美国国家体能协会认证  一生所爱：韩韩女王  良心博主：持续分享实用健身技巧  北欧海盗宣传大使 动力实验室抖音达人  V: DGWYOUCAN【合作备注来意】  干货带货两不误。为了生活和热爱  橱窗精选宝贝。说不定有你需要的,880,11.9w,123.6w
102,EB健型,抖音号： everbuild,北京健型科技有限公司,EB健型 运动营养膳食品品牌  奥赛中国站官方指定运动营养品牌  福袋问题咨询抖音账号。订单问题咨询抖店客服,103,131.5w,1353.2w
103,Elina糖糖,抖音号： 91424289,,长得漂亮是优势活的漂亮是本事。能独立的女人才最美丽V:13585760886,3371,1220,8565
104,EN。,抖音号： 143181603,,学会温柔并珍惜拥有。,611,315,1.1w
105,ET影视,抖音号： ETmoves,,感谢大家支持  作品原片在西瓜视频可看完整版,80,2615,1.3w
106,eva,抖音号： dyjlskxa9o9u,,,43,40,97
107,Fairchild♡ 智能制造供应商,抖音号： tel_15881010995,,三生有幸遇见你。纵然悲凉也是情即许一人以偏爱。愿尽余生之慷慨愿有岁月可回首。且以深情共白头       只做西南市场自动化设备I588IOIO995          一切商业的起点都是：让用户获益,3667,2496,4833
108,FANFAN 巷子美妆工作室,抖音号： 1679683291,,美妆联系电话18079820027,6216,555,4924
109,Fe56铁馆-尹禛,抖音号： Fe56_yinzhen,,赛普健身学院实践导师  培训教练1万  国家一级裁判员  美国国家运动医学会NASM-CPT（认证）  美国国家体能协会NSCA（认证）  美国运动医学会ACSM（学习中）  美国运动委员会ACE(认证）  IDEA-CHINA 课程认证（学了好多）,258,392,2341
110,File.G档案哥,抖音号： dangange0123,优质篮球领域创作者,Sportsman in the louvre | 运动时装主理人  做服装和做品牌的本质区别。一个是比价格一个是比设计  具有一定保存价值才能称之为“档案”  商V：dangange0123（备注合作内容）,149,92.4w,1338.0w
111,FM95.8山西经济广播,抖音号： 958sxjjgb,山西经济广播官方账号,958电台山西经济广播。美妙电波。助力美好生活！,12,830,3816
112,Frank-林柏特,抖音号： lampardg88,,追忆球场上的高光时刻  天下球迷是一家  关注我。我们就是朋友,540,12.3w,391.2w
113,GF足球,抖音号： dyi2jfnip9p1,,探讨球迷加QQ群268316,1670,5686,47.1w
114,Guomin-,抖音号： 71000Guomin,,,652,135,265
115,hbszgxb,抖音号： hbszgxb,,保定市综合细胞库  保定市干细胞工程技术研究中心  河北三臧生物科技,197,212,491
116,Howie杜帅,抖音号： 5023526,,杜帅的橱窗严格选品。推荐好物都在这里哦  肌肉科技签约KOL  :ds_0304(健身。减脂咨询)  :Howie杜帅,318,28.4w,468.1w
117,huangfeng120,抖音号： huangfeng120,湘潭市中心医院急诊科副主任医师 黄峰,记录急诊日常。科普健康知识。记得点赞哟,80,8.3w,76.8w
118,Ivy喵,抖音号： lin857012410,,慢慢即漫漫    产后功能修复教练  国家二级公共营养师  分享科学减脂减重饮食  线上减脂营（2016—至今）  VX：857012410,36,56,234
119,JacobZ,抖音号： ZDC920122,,师承ATP创始人  李辉银川市健美协会  副会长巨石氧气健身  贝雷体育  主理人张蓝兮  爸爸,154,1281,5392
120,Jefuly-唐,抖音号： Jefulytang84,,,196,85,92
121,JIANG姜姜呀(月子中),抖音号： 54854144,,96年新手宝妈一枚  2021.12.14顺产小蒙牛团团～  记录带娃日常  蟹蟹大家的喜欢和关注,120,5150,4.7w
122,Jio哥怕打针,抖音号： longshanks888,,一型糖友。立志要成为一名“颜值主播”；  每周三晚8:30直播；  业余主播。私信不回；  好看的皮囊千篇一律。有趣的灵魂万里挑一。,245,2.9w,8.0w
123,jnf840825,抖音号： jnf840825,,,1753,1145,4940
124,JordanWang,抖音号： JordanWL,,ACE、UARA  Yoga RYT-200  McGill L1-L2,331,163,1127
125,Jun.,抖音号： 392203602,,未来可期,142,54,212
126,JXN635606723,抖音号： JXN635606723,,绿色通道13525376373  二型糖娜娜。饮食+运动+13种草本茶调理,31,1.1w,5.9w
127,kamida,抖音号： 6698168aa,,不定期分享训练视频愿你们尝试改变后。破茧重生。突破自己。让自己变得更加优秀！加油,4562,140,167
128,kanming（动漫推荐）,抖音号： 148568751,,2022年绝不摆烂  聊天群：386027256  果冻创意旗下,75,50.6w,1924.9w
129,Kristen,抖音号： Kristen22807,,新晋铲屎官,224,23,95
130,L H M,抖音号： 149837007,,,616,628,5840
131,L09666785999,抖音号： L09666509555,,毕业于四川医科大学,3738,2221,2943
132,LABT LAB,抖音号： LabtLab,,LABT (LALIBERTE LAB)  -Simply putting sweat and tears into clothing  : LABT0401  :LABT  WB: LALIBERTE_LAB,89,3710,1.3w
133,lgx,抖音号： lgx86255,,yuyanwen,119,96,238
134,Ling,抖音号： 101434491,,用一杯水的单纯。面对一辈子的复杂,1106,235,1240
135,LinLinJZ,抖音号： 37333306826,,,50,6976,3.3w
136,Lisa揭秘减脂,抖音号： lisafit2020,,美国认证营养师、纽约大学硕士  家族肥胖基因（全家长辈都很胖）  从小为了减肥走过各种弯路 后来通过学习营养学 两次从180斤减了下来（因为生宝宝复胖）  ———————————————————  21天带你瘦下来的过程中  带你成为自己的营养师  一辈子都不会胖WJlisa01,10,33.4w,192.6w
137,Luca爸爸是帅小伙,抖音号： 1556089973,,,212,85,889
138,Luckyfork,抖音号： WXY_51666666,,开心。快乐就好！,2965,2658,13.7w
139,LULU,抖音号： Luluisvegan,,紧跟时尚脚步的60多岁小姐姐。  素食逆转自己10多年的糖尿病。  还要努力告诉世界科学饮食。健康体魄。  悄悄告诉你。只要努力任何时间都不晚。,1619,1337,1114
140,Lululululu(双胞胎孕晚期),抖音号： 40419819071,,湖北嫁甘肃。目前在宁波打工！  租着房子。过着自己的小日子！  结婚三年了。备孕第二个月就怀孕了！  没有双胞胎基因。却惊喜怀上双胞胎！  后期会一直记录孕期和产后的生活日常！,38,54,409
141,lzq13503499898,抖音号： lzq13503499898,,,0,0,0
142,Maddox糖脉,抖音号： Maddox_TM,,糖脉泵。掌控您的血糖脉动。享受自由生活～,5,73,309
143,Medtrum移宇科技,抖音号： 38695879169,,简化糖尿病管理 追求极致体验 全面技术领先,2,18,13
144,MEKKA的减脂小厨房,抖音号： dyr4qqclzl5j,,我是一名私人健身教练。每天面对学员最多的问题就是“教练我该怎么吃啊？”“教练我每天吃的太难了！”为了能让学员更好。更快乐的减肥。所以特别开了这个账号。搜集并分享低卡健康美食的做法。分享给我的学员。希望官方手下留情。拿到我减肥饮食计划的学员们。希望这里面的视频可以帮到你们。说好了要悄悄瘦下来哦！  V:MEKKA777,195,2.3w,3.6w
145,Miho,抖音号： Cishantaoyi,,承接室内外景观设计工程。  从事园林设计、施工、养护一条龙服务。  线上花园设计领航品牌。花园设计行业风向标。私家花园。别墅庭院。屋顶花园。VX19108049296,1381,560,1.6w
146,Moon的妈妈,抖音号： 26975353,,,191,93,927
147,on-line健身,抖音号： sushou33,聊城经济技术开发区三五健身工作室,帮助你在科学的前提下  提供更加贴近生活的瘦身方案  瘦身塑形。选我就对了  11年开始从事健身教练  经验丰富。帮你轻松处理瘦身问题,101,6.9w,4.4w
148,Onepercent十二少,抖音号： OnepercentMT,,人生励志运动演说家  要赢的人只有一个。就是我自己！  以运动分享领悟。发放正能量！  曼巴精神,377,29,236
149,OptimumNutrion 奥普帝蒙,抖音号： 1671098469,阁岚必雅贸易（上海）有限公司,运动营养补剂知名品牌。35周年坚持品质。溶入你健康生活的每一天。  长期招募推广大使。欢迎私聊。,141,2352,2489
150,PAC PAM 碳源（醋酸钠、葡萄糖）,抖音号： FD15936299634,,专业生产污水处理药剂：聚合氯化铝、聚丙烯酰胺、聚合硫酸铁、碳源（醋酸钠、葡萄糖）等各种净水材料。财富热线：15936299634/15538164111  小宋,1095,599,1171
151,Pediatrician  Ma,抖音号： MaLiang2035,青岛大学附属医院儿童保健科主治医师 马良,*三甲医院  *关注科学育儿！关注医生,25,52.0w,211.4w
152,Penny,抖音号： 586802984,,,266,65,303
153,PlugCN生态,抖音号： 20265675049,,数据无感交互 价值自在流通,4,710,5089
154,pristan健康,抖音号： 1184576860,,,366,1096,8017
155,pristan健康知识,抖音号： 907877006,,,196,9828,5.0w
156,R࿆ebirth༢,抖音号： y589386600,,1+1=2；1+1＜1,1667,344,6850
157,rlj0108,抖音号： rlj0108,,暖暖飒飒,86,381,2389
158,Roche罗氏健康生活,抖音号： roche03182020,罗氏诊断产品（上海）有限公司,【粉丝答谢福利】后台开放由丁香园为罗氏糖友打造的轻糖音频课程（原价99元）。30个免费名额！先到先得！  领取方式：私信回复：课程,8,20.4w,28.5w
159,RT健身,抖音号： jns127,,大飞老师  聚能瘦的创始人  RT减肥的原创者  专业减肥指导十七年  带领出众多会员成功减肥塑形  最高减重记录 从370斤减至150斤  最快减重记录 三个月成功减重66斤  创造了75天减重52斤 60天减重46斤  众多家中会员成功瘦身减重30至70斤  减肥。就必须成功。彻底改变易胖体质！  老师 vx：JNS127 查看更多课程 非诚勿扰！,6,6111,6592
160,S,抖音号： 1545879339,,修行在路上。,266,24,276
161,S s W w,抖音号： 660257709,,爱。爱运动。爱生活的老板凳,464,710,6373
162,S417,抖音号： shideng,,价代剪。接片头  pr、ae收徒教学需要  ：y1402611664（代剪 片头 教学）  ：1402611664（要素材）,96,585,2458
163,SCI天天读,抖音号： dygh83sthn0h,,,1,3,0
164,setv健康大不同,抖音号： setv2020,上海教育电视台《健康大不同》官方账号,上海教育电视台健康频道  辨析健康知识误区  倡导科学生活方式  为大家科普医学健康知识！,96,2.3w,10.6w
165,sfyggck,抖音号： sfyggck,,,1,1149,1398
166,Sha莎,抖音号： Shashaz8279,,简单真實。温暖爱笑  自由散漫個性鮮明的山寨版国人  自青少年时期到国外生活多年  刚回国2年  认真的做好每一件事的单细胞生物  工作生活玩耍。缺一不可  喜欢摄影。酷爱纹身。户外运动健身。看书。听音乐和电影爱好者；希望可以认识更多同频的你们.  抖音平台上分享日常与喜欢。都是个人观点；请多包涵. 感恩喜歡關注。尊重討厭我的人,682,157,2948
167,Shirley（孕晚期）,抖音号： guoranshuiguo,,,18,63,272
168,Show-,抖音号： czftcooba,,减脂线上跟踪指导&备赛指导V X联系我：czftcooba  2020 CUBFA男子健体青年组公开组双冠军  2021 IWF·MS男子健体级别冠军  2021 Muscle mania 男子健体冠军青年全场亚军  2021 黄金联赛广州站男子健体级别冠军  2021体德杯芒果经典赛男子健体级别亚军  2021津门力量杯MD Classical男子健体级别亚军  2021神龟杯MD Classical男子健体双亚军  不要为了梦想。放弃你的生活,154,3.2w,11.1w
169,SJWin体育,抖音号： sjwinnet,,足球、篮球的精彩集锦,120,82,2234
170,SMA掌健识,抖音号： shsyxhjkkpwhjd,上海市医学会,上海市医学会健康科普文化基地—传播健康。一路同行。一起成长,27,1607,1355
171,snow,抖音号： 201280232,,,291,89,531
172,SQ教健身,抖音号： 66285807158,,国际式摔跤运动生涯10年  曾获得六次摔跤冠军  从事健身行业15年  两次健美亚军  赛普高级私人教练认证  赛普运动损伤预防与纠正性训练认证  赛普产后功能恢复认证  赛普运动营养师认证  健美协会专业健身教练认证  特长：增肌、减脂、塑型、康复、核心训练。少儿体适能训练。真实案例颇丰！！！,814,837,4439
173,SUNNY,抖音号： dyjneb25nbqm,,未来可期,1900,1431,4.0w
174,Super大叔,抖音号： 904670685,,诺特兰德推广大大使！  赛普健身基地推广大使！  分享健身干货和好物推荐！  感谢你那么优秀还关注我！  铁粉学习交流superds23  奥赛健身线下训练,48,74.3w,603.2w
175,TA来自地球,抖音号： TAlaizidiqiu,,爱漫剪的地球人  主更动漫老番    请勿搬运转载  谢谢关注,302,1.8w,109.9w
176,THEMEXC7,抖音号： THEMEX.,,国家熬夜运动员,73,1788,7.0w
177,TJTV百医百顺,抖音号： TJTVbaiyibai,天津广播电视台《百医百顺》栏目官方抖音账号,百医拆解健康真相。名医分享治愈良方  有个健康杂货铺叫百医百顺！  健康掌柜：天津广播电视台主持人张旭  健康伙计：维维、小黑、张叔、大江  科教频道每周日至周四20:10,65,35.6w,118.9w
178,Ty.足球视界,抖音号： Ty.zuqiushijie,,足球剪辑  希望更多的人了解喜欢足球…  周末德甲直播…谢谢大家的支持！！！,60,1.8w,27.5w
179,Union_Health,抖音号： Union_Health,,做好家庭健康护理讲师。课程都是原创  好物都在橱窗。选品都是经过测评的  商务合作请私信~欢迎你的加入,46,7903,7489
180,USANA葆婴-涂涂,抖音号： 1886818844,,我是USANA葆婴的涂涂。曾经的护士。现在的营养师。热爱生活。正能量。喜欢美好向上向善的事物。喜欢记录生活的每一个平凡而又美好的瞬间！  欢迎关注我“微醺”：txz20133205。了解USANA葆婴事业。副业/创业！,75,356,510
181,UT,抖音号： UTWANG,,我就是我,662,1082,2.0w
182,uzdohtur,抖音号： uzdohtur,,,91,2.0w,12.1w
183,VickyDing,抖音号： 10808954,,谢谢你关注并一直关注着我,0,10.9w,43.1w
184,water,抖音号： 1605622338,,做个优雅的女人。精神上有自己的爱好和追求。经济上有自己的收入和交往的圈子！,306,204,1523
