URL,文本,iD,Title,introduction,following,follower,recommendation_like,products,disclosure
https://www.douyin.com/user/MS4wLjABAAAA093xzGp6T1uPdHp3i2qk_zg4euyyy-7OWFN7kwq7gahl-D5mJKrY8CiH9qnKDAd8,医来伸手,抖音号： dyvvqa2ttguu,,专注分享各类健康小知识,13,33,234,36,
https://www.douyin.com/user/MS4wLjABAAAA0BbS8YmOJzYFves1jZs75jVwPxXeQVbzDI_NhYt9pZzqwMZqWeiwLyrS4C6k_k-C,眼健康专家说,抖音号： zhuanjiashuo123,北京医师协会眼科专科医师分会,"定期专访知名眼科医生
每日分享眼科小知识
呵护您的眼睛健康
医学科普，仅供参考",123,9.2w,15.5w,220,199
https://www.douyin.com/user/MS4wLjABAAAA0bR2bozOMVaHw-5Ueno0-_hnmvZP9IZilz459DsbL-A,中医风湿病科医生曹炜,抖音号： 33017065954,广安门医院风湿病科主任医师 曹炜,"主任医师，三级教授，博士研究生导师
师从风湿病泰斗张乃峥教授
中央电视台十套《健康之路》栏目和北京电视台《养生堂》栏目长期嘉宾
擅长治疗：类风湿关节炎、产后风湿病、强直性脊柱炎、系统性红斑狼疮、干燥综合征、痛风等疑难病症。",32,17.8w,98.2w,257,
https://www.douyin.com/user/MS4wLjABAAAA1ixUyCyYLcT_yzNflTPNc5yq9tciXa4vcx12K40J9GY,皮肤科刘翠娥主任,抖音号： pifukeliucui,首都医科大学附属佑安医院皮肤科主任医师 刘翠娥,"私信太多被限制，大家有问题可粉丝群
专业擅长:尖锐湿疣/HPV感染、脱发病（斑秃、脂溢性脱发、雄激素源性秃发）、银屑病、白癜风等皮肤与性传播疾病的中西医结合治疗
提醒：1.大家有问题可以在评论区提出来，我会定期科普关注度高的问题，但不会主动联系大家，请不要轻信推荐或联系您的陌生人。2.在没有看到我本人的情况下，如有人假冒我的名义开处方或是调整处方，请不要轻信。谨防上当受骗！",88,44.0w,100.7w,136,
https://www.douyin.com/user/MS4wLjABAAAA1Kv3-jwb_cQQoMuqVWOE_VVn3vnSH2VJ_K8prD32j4Q,一壶浊酒,抖音号： heli6699,,"滚滚长江东逝水，浪花淘尽英雄。
是非成败转头空。
青山依旧在，几度夕阳红。
白发渔樵江渚上，惯看秋月春风。
一壶浊酒喜相逢。
古今多少事，都付笑谈中。
一壶浊酒尽余欢，今宵别梦寒。",25,71,105,21,71
https://www.douyin.com/user/MS4wLjABAAAA1NtQrFAncXEqkcv1lJtdwwkpyNECyw7E76SL4daSIjmirpVY4nBFyykLdNumNw_i,袁老师（育儿）,抖音号： yuanyisheng666,,"我是一个真心为大家好！敢真话！
想把我的经验都分享给大家
每天下午1:30直播
请关注我",144,30.1w,157.4w,89,
https://www.douyin.com/user/MS4wLjABAAAA2_l1jyD-IKv72DbBSwaU21S-r7I4I9WrsJABCD8YPyk,中国经济网,抖音号： 1369597357,中国经济网官方账号,"传递有价值的信息
合作QQ：1827146078
投稿邮箱：cecnnews@163.com",1,2177.0w,7.4亿,7678,
https://www.douyin.com/user/MS4wLjABAAAA20a8eu8hRLioFdgrA5h1JXcKHa0fmu_z08ZRlFyxLxA,大庆油田总医院,抖音号： 1474101158,大庆油田总医院官方抖音账号,汇聚总院别样精彩    传递大医真情风貌,101,1.1w,4.2w,366,
https://www.douyin.com/user/MS4wLjABAAAA21PfBML6QYBy3IgwptGLSflMCgblllV-_OHGDulCiG4,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA2gv8q4DFMgPSwk7HxtpYHDLNOIdS50h7buE1ZbQBkAM,肿瘤医生李佳殷,抖音号： ljyys020,广州中医药大学一附院肿瘤中心主治医师 李佳殷,"🔆 科普肿瘤防治和中医养生保健知识
🔆 中国临床肿瘤学会“优秀青年肿瘤医生”
🔆 中国抗癌协会“无痛医生评选”全国冠军
🔆 广东省中西医结合学会肿瘤专委会委员
🔆 广东省抗癌协会化疗专委会青年常委
🔆 科普内容仅代表个人观点，与所在单位无关",128,166.2w,619.2w,262,
https://www.douyin.com/user/MS4wLjABAAAA2HffowQA7NDcNDCd1EHIoSEcBjJmcTF0F2EPzjRy9JM,安然的轻食记,抖音号： fanfan133199,,"分享减脂期可以吃的低卡美食，减肥没有捷径，靠吃也可以瘦哦
我的自用低卡好物都在橱窗里",198,107.9w,359.2w,594,
https://www.douyin.com/user/MS4wLjABAAAA2pUDU6Sl3MgvwgU3P3S9UQpprCJqp6cbqar8i8rHkCY,食话实说,抖音号： 51338805982,,事事如意,245,760,8632,28,
https://www.douyin.com/user/MS4wLjABAAAA2QE8sfufUwX1iLALVBZZNWbX0wWDzJlYDduUnPE6ZcygKFTE_5CIFHwkUXNYaNSm,杨乔医生,抖音号： yangqiaoys,天津医科大学总医院中医科副主任医师 杨乔,"天津医科大学总医院副主任医师
天津医科大学副教授 医学博士 硕士生导师
毕业于天津中医药大学 日本富山大学医学部
擅长治疗心脑血管疾病 糖尿病 呼吸消化系统疾病及老年病 慢性病",28,7.6w,20.7w,84,
https://www.douyin.com/user/MS4wLjABAAAA2rOr3hmNTVcZad81KmiqhBbDA5uSZcDPtGxDfuNs1fA,物理抗菌新概念,抖音号： 972930922,,无惧挑战，再起征程！,2255,1027,1806,19,
https://www.douyin.com/user/MS4wLjABAAAA2sJ608belqsAtiLe2NMNoAVJtLhYN_TwkGFhaps8Io2rgT8sHpR98Kn6OZH38x7r,阿拉善盟蒙医医院,抖音号： alsmmyyy,阿拉善盟蒙医医院,三级甲等民族医医院  厚德，精业，传承，创新  阿拉善左旗巴彦浩特镇额鲁特西路21号阿拉善盟蒙医医院官方认证,40,1.1w,1.4w,217,
https://www.douyin.com/user/MS4wLjABAAAA2VIdjM1q3WXfAISNGz0_CwB4x01ARYk4WxvNhGm8YBY,心脏冯医生,抖音号： fengyisheng1224,聊城市第二人民医院心内科副主任医师 冯泽瑞,聊城市第二人民医院心内科，副主任医师，擅长冠脉造影和支架术，参与冠脉造影和支架手术近万例，精通冠心病、心肌梗死、心绞痛、心力衰竭、心律失常、心肌炎、高血压病、先心病、肺动脉栓塞等心内科疾病诊治。,32,128.3w,523.5w,434,
https://www.douyin.com/user/MS4wLjABAAAA329sumx17WRAP4NaswMsbZ3O087gA7slbPBtHilnufq83-s37lhFwml1eOIkd-d-,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA33hB0cTyu8Xt4yCC9UoyOSnyG7Z5tzlSGhf2OfzQhFc,以后天天好心情,抖音号： 1619711790,,焦登凤,273,887,2.0w,149,
https://www.douyin.com/user/MS4wLjABAAAA38-xkTY8AIvY-nLRSR9uMNj6U5P-yBn6F5RugrNFPBw,我就是我，独一无二。,抖音号： 1697285415,,人不孝，不可交，也许你很牛逼，但我未必叼你，我就是我，独一无二。,634,1677,4.9w,767,
https://www.douyin.com/user/MS4wLjABAAAA3e00zX2lKA3pi3Rn-CdGegXtj1SCRZPDWRyZuFEELNQ,医食有道,抖音号： 34230608435,重庆影视频道《名中医到社区》栏目,三甲医院专业医生天天养生生活有道,26,1664,3883,189,
https://www.douyin.com/user/MS4wLjABAAAA3oUbTrKYeT7iiEllWPuqcMJFKVOyCMFax5jOa05Xjqc,医院里的好心眼,抖音号： SR15263373031,,大家好，我是宋护士，关注@医院里的好心眼，让您离“糖”远一点,187,294,910,20,
https://www.douyin.com/user/MS4wLjABAAAA3Sa2EZ3IcH6u_fwAs5CWe15tPyI1TBVf32NKCT-O-eZ_ycHKxYDeSFXbkx4Xr2bH,夏妈聊皮肤,抖音号： pifukexiamin1,徐州市肿瘤医院皮肤科主任医师 夏敏,"三甲医院皮肤科主任医师，40年从医经验
擅长白癜风、银屑病、胎记、色素痣等皮肤病
记得关注我，遇到任何皮肤问题，都可以来和我聊～",126,26.6w,102.9w,388,
https://www.douyin.com/user/MS4wLjABAAAA48Kk9Z3IKKDRjwUgvOcZ2GLmuRrAieUnyVO4PNttFRwrW1LzY-nMZwIEcW_1qmmH,张秀春,抖音号： zhangxiuchun35,,中医爱好者，中医调理师，,97,1067,7667,311,
https://www.douyin.com/user/MS4wLjABAAAA4G5ZCPWYG_YHzuVxnUcafBQLvEK1wCC9B2M9xV7-991m6IwjKKvogqlFBbt4BU2v,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA4g9xt0xtTY90_v8qHkEJ2GrMaFGbCZKwO0Xv7gBu0cgby9qHl0p0MPbxVO2NscTQ,妇产科孔大夫,抖音号： kongyandaifu,北京妇产医院微创诊治中心副主任医师 孔燕,"首都医科大学北京妇产医院微创诊治中心副主任医师
公共卫生心理学硕士（心理咨询师）
临床营养师
重点关注亲子介导与儿童心理研究",158,274,1383,103,
https://www.douyin.com/user/MS4wLjABAAAA5BYkuWiSnAvsDuDgO52SqLDTHBuaXJ6rWMYuUjJPoiWBDJUwUHVaLKuvKSKPrenM,赵忠印,抖音号： 56592515419,北中医东直门医院心血管科主任医师 赵忠印,"84岁 中医内科主任医师 教授
北京知名中医主任医师
擅长治疗心血管、内分泌、消化等慢性病及由于湿热问题引起的疑难杂证",1,183.5w,408.8w,140,
https://www.douyin.com/user/MS4wLjABAAAA5iuVBw-860LfGVUeTO03jUNzPnmEPb2SSH7tXNRv1OU,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA5LT1i_BqJjfvbJ7_6hZ4FUjL0zXZugrOKmXJFn-WB7Q,小龙女,抖音号： 819305900,,,290,188,1293,110,
https://www.douyin.com/user/MS4wLjABAAAA5N-ek43f5ebbk0l629JIMCLSI_JOlQzVZKMwOXHPMwI,赵田雍教授,抖音号： ZhaoTianYong,中国中医科学院广安门医院肿瘤科主任医师 赵田雍,"教授、主任医师、知名国医肿瘤专家
师从著名中医肿瘤专家 段凤舞
历任广安门医院副院长，中国中医科学院副院长，中国中西医结合学会副会长、世界中医药联合会肿瘤专业委员会常务理事
从医40余年，对各类肿瘤疾病诊治具有丰富的临床经验，尤其在淋巴瘤、骨髓瘤的治疗上独创多靶向抑瘤生骨法开创了多发性骨髓瘤治疗新纪元，并在肿瘤防治、饮食调理和康复保健方面有深入的研究和独到的见解，享受国务院特殊津贴。",100,25.6w,92.9w,163,
https://www.douyin.com/user/MS4wLjABAAAA5SWBVuzR4A326hygr3Fz_HUwZdOBB8FC-Wgr6zfo2TA,旭日东升,抖音号： 165398310,,,7347,967,3208,25,
https://www.douyin.com/user/MS4wLjABAAAA5YtyESPi0CdNCL92x9FPCFkCoOAJSHB7aE8Um1N063Y,邓翠婷（药师）,抖音号： niyaowoshuo,南方医科大学珠江医院药剂科药师,用心做用药科普，感谢你的关注,102,686,6350,36,
https://www.douyin.com/user/MS4wLjABAAAA61rGhQl6cC9ks30XVFIboALfKcXOnL_1iooF9ffxctmMFGO2P916bJtt3NJcpo88,河南省胸科医院,抖音号： Hnsxkyy65662695,河南省胸科医院,"河南省胸科医院是一所集医疗、教学、科研、预防保健、康复为一体,以治疗心血管疾病、呼吸系统疾病为特色的省属三级甲等医院。",69,1.4w,10.5w,122,
https://www.douyin.com/user/MS4wLjABAAAA6d5aY6p6Ym_3sF6yGXl997WdG-NmIyuJzqdWoaXA04qGpgXE0eD9pHS2eviGPEwh,儿科医生李晓菲,抖音号： erkelixiaofei,柳铁中心医院儿科副主任医师 李晓菲,"柳铁中心医院儿科副主任医师
广西医师协会儿科分会委员
科普儿科健康及防护小知识
带你育儿健康路上少走弯路
只讲干货，没套路",1,2.4w,6.5w,88,
https://www.douyin.com/user/MS4wLjABAAAA6dH9WB0Ggd2iJmFyKlC3Q0WHgjpJT6FlwyvBuu9Xq2xriGvzTKDtiENeDPkocJ0r,侯光辉,抖音号： houguanghui120,湘潭市中心医院骨科副主任医师 侯光辉,副主任医师，硕士研究生，毕业中南大学湘雅医学院。从事骨科医疗工作十余年。现任中国糖尿病足联盟青年委员。先后到华山医院、华中科技大学附属梨园医院进修学习。主要从事足踝外科、创伤骨科工作。,398,4.0w,10.6w,557,
https://www.douyin.com/user/MS4wLjABAAAA6hoH1PW61B_Q429BzUh70GHrNWJkNbh4YmAKBLTrWXU,西安市莲湖区桃园社区卫生服务中心,抖音号： lhtyzx2009,西安市莲湖区桃园社区卫生服务中心,被辖区居民认可是一种快乐,31,1.7w,4.5w,1677,86
https://www.douyin.com/user/MS4wLjABAAAA6VzD48yUkYqdp2pa7qqSXz5VgMm6VP88vFI-99_lAdg,王勇医生,抖音号： dyig1uhxktgj,聊城市第二人民医院男科主治医师 王勇,聊城市第二人民医院男科医生。擅长男性性功能障碍，男性不育症。,15,56,183,16,
https://www.douyin.com/user/MS4wLjABAAAA6XfG5VfmLpeUYh4lDg8k7K_sOzmyYgPEYQzePmz2pOI,神经外科陈琳博士,抖音号： Dr.chenlin,北京东直门医院 神经外科副主任医师 陈琳,"神经外科主任，博士，副教授
“神经修复学”学科开创者之一
国际细胞移植神经修复学临床专家
国际神经修复学会秘书长",287,5.2w,16.9w,333,
https://www.douyin.com/user/MS4wLjABAAAA76ialNEaelyqXd-YmJDuTPITkssmPiNvP2-owrwfZbE,植提桥张淑丽,抖音号： zhitiqiao,,"健康管理师 公共营养师
教你具备关键健康认知，不踩坑
让您花在健康上的钱，明明白白
中药学专业背景 植提桥媒体创始人
18年天然营养素领域行业专家
2011年创刊《天然成分》资深成分党
广东科贸学院食品与生物工程学院特聘产业教授
商务合作:15267115679
粉丝售后:17300979986（商务免加不通过）",1130,17.1w,76.1w,560,
https://www.douyin.com/user/MS4wLjABAAAA7FIAxIZmz52Xg-QQLZOOlGQ3V0zseYYkOMion6oVPsMak4SsWC-Tx1fTU9aM0MEQ,肿瘤科杜医生,抖音号： dyl_doctor,中国中医科学院望京医院肿瘤科主任医师,"北京三甲医院知名肿瘤科专家
擅长运用中医辨证治疗肺结节、甲状腺结节、乳腺结节、胃肠息肉、囊肿、增生、良恶性肿瘤、癌性疼痛及癌症各种并发症
中国肿瘤微创治疗技术创新战略联盟中西医结合微创专家委员会委员
中国民族医药学会疑难病分会理事
北京中西医慢病防治促进会医联体全国专家委员会委员
关注我，持续为大家科普健康知识",69,37.8w,119.1w,443,233
https://www.douyin.com/user/MS4wLjABAAAA7Ia286qAx6z5vymZuHNF3ffb0CNGG-Lvwrug0va4NFc,中国长安网,抖音号： 579159389,中央政法委官方新闻网站,安哥是正能量！,87,3263.5w,11.4亿,6822,
https://www.douyin.com/user/MS4wLjABAAAA7Jdvkmatx02xzMZUOx9zuWzda-U0_v1_sRCFyxUXtVE,鹿姜（减肥日常）,抖音号： v15644206,,"低碳饮食四个月减重25斤，
分享35+女性纯饮食减肥经验+干货
领取低碳执行方案123545160
饮食瘦身工具都在橱窗",80,5.1w,25.5w,408,
https://www.douyin.com/user/MS4wLjABAAAA7kID8tcNWrIUT7uP4kKp84NWFGaQe1SIoOoPogBmVO4,湘雅戴教授,抖音号： dxpjk,湘雅医院中西医结合科科室副主任 戴幸平,"中南大学湘雅医院中西医结合科副主任
临床医学博士，药学博士后，留美访问学者
中国中西医结合消化专业委员会委员

为您科普健康知识",21,29.0w,49.1w,266,
https://www.douyin.com/user/MS4wLjABAAAA7KYwwgVrQrbESeny0jrZVWLzPBSjsgCp8qFWJCoKTi4,养殖正道工作室,抖音号： 18632129539dhm,,"兽医服务20年
执业兽医师
对畜禽疾病防治有一定研究
畜禽中药核心保健实践者
老老实实做人
踏踏实实做事",21,8678,1.9w,935,
https://www.douyin.com/user/MS4wLjABAAAA7LLzah6gLZTlTCKb-sRmfzS6aPV6JbJdXpuKEGZrQuE,滕小杰,抖音号： TengXiaoJie.,,生命的意义是成为自己，愿我们都成为更好的自己。,79,1027,747,14,
https://www.douyin.com/user/MS4wLjABAAAA7rfEam4sPtmA7Lp_utImBeICBPi7-I8bJu2yXbfCn6I,协和寿折星-结节专家,抖音号： Drshouunion,武汉协和医院中西医结合科副主任医师,"国家中医药技术传承骨干人才，伏气致病流派继承人
湖北省活血化瘀专业委员会委员
湖北省中医经典专业委员会委员
湖北省抗癌协会专业委员会
湖北省中医肿瘤专业委员会委员
专治乳腺结节，甲状腺结节，肺结节，及各种肿瘤，术后调理",68,14.3w,52.1w,426,
https://www.douyin.com/user/MS4wLjABAAAA7tNzlpOoSqLMuFw7vKcRFfb3rYXc8jPKH6_wvrBRB0A,福德源17736107518（令旭）,抖音号： 1095475023,,,411,93,106,13,
https://www.douyin.com/user/MS4wLjABAAAA80k3XBBUcsuwghDeOdhZW3w0p4YkNHhX1uNO13EzQkY,沈老师聊健康,抖音号： LPS_Japan,,三茘医薬株式会社创始人，作为日本LPS免疫协会成员，承载着宣传LPS在重建免疫系统中的重要性和有效性，并将其应用到医疗保健和美容领域。添加VX： lps016,5,675,1837,323,
https://www.douyin.com/user/MS4wLjABAAAA81nAD_9W0iF_N7BQcSOrGzWIEX4U9ApRVBGeeAWQO80,肿瘤科关念波,抖音号： guannianbo,中国中医科学院广安门医院肿瘤科副主任医师 关念波,"❤️中国中医科学院广安门医院-肿瘤科专家
❤️中国中医科学院医学博士
❤️中医世家自幼跟随国医大师关幼波学习、关氏中医第四代传人。
❤️临床擅长：肺癌、肝癌、胰胆肿瘤、妇科肿瘤、泌尿系统肿瘤、癌前病变、恶性胸腹水等。
提高患者的生存质量，延长生存期。",2,25.1w,160.0w,194,
https://www.douyin.com/user/MS4wLjABAAAA8AS2icsisQOythqGrMkxO0uWdyb0LruZGWIQbzgsLp-7GHEgrI2WpwO1b5ys1LA6,妇产科刘主任,抖音号： liuxiantong123,山东省妇幼保健院妇产科副主任医师 刘先同,"一位幽默风趣又认真的妇产科医生
医学科普 仅供参考",699,39.4w,325.3w,567,
https://www.douyin.com/user/MS4wLjABAAAA8BnS_brMoh_AfnzhSa6xa5Y91nEuTpEMHneOj4-n-JSILSZzIK5ml-9SNk9y9QBc,瑶好孕,抖音号： DrWANGYAOIVF,上海第九人民医院辅助生殖科副主任医师 王瑶,"医学博士，座右铭：医者仁心，精益求精
擅长不孕不育，生殖内分泌疾病、月经不调、多囊卵巢综合症、人工授精、试管婴儿
上海市医师协会生殖医学医师分会委员，中国妇幼保健协会生育保健专业委员会青年委员，中国妇幼保健协会生育保健专业委员会生育力保存委员会全国委员，中国康复学会生殖健康专委会秘书长。",34,1.0w,3.4w,250,22
https://www.douyin.com/user/MS4wLjABAAAA8G-TBr4FnFxvRIr7nZuMquA3L5YDlcqMAyevbtm9wDOiF8I-5jzi0gLqJ2EvSobp,sweet. tea,抖音号： 65762772283,,"记录甜糖后的每一天
2018年10月确诊
开始的迷茫到慢慢接受自己状态
再时不时的作死一下
痛并快乐着",7,18,120,9,
https://www.douyin.com/user/MS4wLjABAAAA8gDsGmZ5cAflmnBDIb4ldhXIsfju4n6qUdAtuQoj88E,沁航净化论,抖音号： SMM_888888,大庆市萨尔图区沁航物资经销处,"工程水处理及家用净水7年
管线防垢防腐蚀8年
以不同的视角剖析行业现状，分享净水知识
坚持---------净水先净心！",130,8766,3.3w,190,
https://www.douyin.com/user/MS4wLjABAAAA8Pe9QqJdWh8EKPLN2luMQcFpsBFlulv-toMy7MX0y9A,奥丰生态农业 周玲,抖音号： aofengzuowu,,"奥丰周玲187 0669 7868
学农从农 潍坊奥丰12年农资厂家，生态农业一站式服务商！
找我可点击下方 “联系我们”",5266,36.3w,128.3w,1500,
https://www.douyin.com/user/MS4wLjABAAAA8Ucop5FJjPIIIPA0DHQjMLkxwN7UfYHsK8c-NxxilK8,大医本草堂～真心老师（心理咨询）,抖音号： 390336741,大医本草堂官方账号,"大医本草堂丨首席心理咨询~真心老师
真心，心理治疗师、国家二级心理咨询师、中科院心理教育指导师
专注儿童青少年心理问题的研究与实践16年（网瘾、厌学、抑郁、焦虑等）
愿每一个孩子都能健康幸福地成长！",332,307.8w,775.4w,552,1942
https://www.douyin.com/user/MS4wLjABAAAA8YMdra1Clc2Qlu_c8U5YXkZFRaQQI3SAYjGU7e2GBIrjm7ojhdAeaNP6s4ZeKvcx,源123,抖音号： keke905627,,"带您孕育，育儿知识，认真生孩子！
持续分享女性健康科普知识
记得关注！点赞哦",391,1632,3529,36,
https://www.douyin.com/user/MS4wLjABAAAA97dOoon6XegMrLpfGoiG_X6UW7v_ggds-seyxj8I8X6MMgC9z2mZGyz-V7Eu9OG6,肠癌专家魏志军主任,抖音号： wzj3400,深圳市中医院肛肠科主任医师 魏志军,"全国中医肛肠学科名专家      
岭南名医录中医学专家
深圳市名中医
深圳市中医院主任医师 教授 博士生导师
从事肠癌全病程治疗30余年
独创“腺瘤截断方”和“三段抑瘤提正方”
针对肿瘤早期截断，肿瘤早、中、晚不同阶段辩证施治",3,24.2w,50.7w,178,
https://www.douyin.com/user/MS4wLjABAAAA9BzBYJdtG_yR1jkNEASkzwgL-roHEd4uYSeSEJ9fnHj1xBGkIlDsd0NEPfnN6-OR,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA9CmGiC1BFHvSTihjcCYb9ljdXK8r0gJYBX0HOvumE7k,汪漂亮,抖音号： 30974232,,雨会停，天会晴，没有什么事会糟糕透顶！,279,1188,4.0w,614,
https://www.douyin.com/user/MS4wLjABAAAA9DfjKNYhcbX6ctcScTE3ndurXgdJ0DlkLUmgj_qc8gfSbGFu7aDBsQnsjhkqyphM,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAA9eYPC4oj91XwYVaYGR3Du8Uo6Hi35mGK7-kDXA7OdKY,阿球(瘦子增肌增重),抖音号： 128895208,,"瘦子增重亲身经历者——身高180体重100斤到150斤
瘦子增重需要的东西都在商品橱窗
下定决心增重
aqiu2136（注明来意）
主动联系你们的都是骗子，只有一个抖音号
买补给送增重教程 已经带2000个瘦子成功增重

我理解，瘦子吃多少都长不胖的痛苦，因为我曾经就是狂吃不胖，瘦了20多年。走过很多弯路，希望你们能避坑。了解原理一个月长10斤其实很容易。下定决心增重的都来得及，一起加油逆袭成为猛男！！",208,15.5w,161.9w,408,
https://www.douyin.com/user/MS4wLjABAAAA9HWJY5JsbKIY4JB2MKhk68zX-NuTwdzjUN8Oy8YxwE5fmvbdoSTGczN0Usjf0dA9,李君种苗蔬菜技术,抖音号： LJ13195085482,,"祖传800代从事农业!育过种子、卖过农药、干技术员、育蔬菜苗、种过大棚!一身的农技细菌啊！正愁无处展示呢,抖音来啦!",117,16.3w,57.9w,589,6224
https://www.douyin.com/user/MS4wLjABAAAA9NDYWuwcWGb8EJxxLI4vsdrfgL1ZnUF19qXnzAeHfxElNlOixMicCpfcgeddawRF,阿拉山口市融媒体中心,抖音号： alsk520,阿拉山口市广播电视台,"关注我，带你感受不一样的阿拉山口！
投稿请发送到邮箱：alskxcb@sina.com",87,18.6w,325.2w,1775,
https://www.douyin.com/user/MS4wLjABAAAA9qpQ0uL-iQe02qDyci7aqst_GeAL6wbjST3OlPm0itY,美食匠人涛哥,抖音号： chi8666,,"百味生活
人生百味
“给生活加点儿快乐料”
坚持匠心发现“好味道”",101,32.9w,188.3w,104,
https://www.douyin.com/user/MS4wLjABAAAA9rFlIQ42Kn4fFqo7jVsYOR-E21OBX9mxf5i122PJLxjWOIECooWsrcpM-t50aBXH,SMA掌健识,抖音号： shsyxhjkkpwhjd,上海市医学会,上海市医学会健康科普文化基地—传播健康，一路同行，一起成长,27,1667,1477,170,
https://www.douyin.com/user/MS4wLjABAAAA9vq9GIdPpdg44X-EJ7td378NtGGR1Bq2ss7CNGhZtxc,阳光暖暖,抖音号： 1689994198,,"看一看，笑一笑，感动一下
你好陌生人，愿你余生幸福美满。加油陌生人，愿你前程似锦，归来仍是少年。",191,464,296,6,
