URL,文本,iD,Title,introduction,following,follower,recommendation_like,products,disclosure
https://www.douyin.com/user/MS4wLjABAAAA_nboN5tZn3zDyfg77YlsEbrT5ssLRUC-Lf8STMlXDow,内代美,抖音号： NeiDaiMei,天津市中西医结合医院内分泌代谢病科主治医师 李艳颖,不忘初心，与时俱进！,83,71,1370,214,
https://www.douyin.com/user/MS4wLjABAAAAby9EP6t9tfYuUdxnM2nxre0BMhmdFlZsjP_8BvSsocN95SWBeTrG0H4tRVTupwxi,华东胆胰姜医生,抖音号： huadongdanyi,复旦大学附属华东医院普外科主任医师 姜翀弋,医学博士，主任医师，博士研究生导师，复旦大学附属华东医院胆胰外科主任，中国抗癌协会胰腺癌专委会微创诊治学组委员兼秘书、国际肝胆胰协会中国分会胆道结石专委会委员、上海市医师协会普外科医师分会委员、上海市医学会肠内肠外营养学专科分会&普外科专科分会胰腺学组委员、上海市抗癌协会青年理事&胰腺癌学组&胆道肿瘤学组委员等学术兼职。擅长采用腹腔镜微创技术治疗胆道胰腺肿瘤、胆道结石、急慢性胰腺炎及各类胃肠道肿瘤。曾获中华医学会主办的2018年中华外科金手指手术大赛全国一等奖。,85,1227,3391,53,
https://www.douyin.com/user/MS4wLjABAAAAxhNuP8U3HE4TXVnzSaEn8UnamES9PHzunXaaEoHIoEbHkbJErOM33b1UW2YkHs0Q,华华主任,抖音号： huahuazhuren75,中国中医科学院广安门医院皮肤科主任医师 华华,"全国名老中医薛伯寿教授学术继承人 提出将皮肤病分为外感与内伤两类加以辨证施治的新理念 用六经理论辨治外感类皮肤病 衷中参西,对常见皮肤病中医治疗提出新思路
专业擅长 银屑病、白癜风、湿疹、慢性荨麻疹、带状疱疹后遗神经痛等各类疑难杂症皮肤病",61,3.3w,2.9w,120,
https://www.douyin.com/user/MS4wLjABAAAAX_WGu2XEp_vhaVbYTnyvBwCuv3g9us-Eq7fHde688tI,华图珍姨,抖音号： liuyouzhen66,,"行测各模块必做100题、申论范文精讲电子版资料，私信回复“笔试”，进行领取！公考面试结构化100题等资料回复“面试”领取。
华图首席名师-刘有珍，12年教龄
华图教育曾任教研校长，题库及产品研发负责人，培训上岸学员10万+ 
希望能助小伙伴们都成公上岸！",70,2.9w,13.9w,230,
https://www.douyin.com/user/MS4wLjABAAAApt5EBNMnrc6zMW0jcE83QXMqdh8k4HMdquZQS2X2KJI,华西坝农哥,抖音号： 1658636280,,"药学可视化
见所未见 See the Unseen",18,164,92,19,
https://www.douyin.com/user/MS4wLjABAAAAOXrQslkbYD_mG1T8UkkNQyR8yUw6Yj-QbLivNpbczQs,华西儿保余妈妈,抖音号： 1735726828,华西第二医院儿童保健科主任医师 余涛,"硕士生导师，国家注册营养师
擅长营养不良、矮身材、性早熟等疾病的诊治
中华医学会儿科学分会青春期医学委员会委员委员
主编书籍《生长发育那些事儿》《辅食添加那些事儿》",287,3.1w,4.5w,120,
https://www.douyin.com/user/MS4wLjABAAAAHPC351-rEzNgkt6rQ64PaJVihAI1_rHnDlsoxqrtpoI,华西内分泌科普教育,抖音号： gugu_huaxi,,,135,3268,5220,53,
https://www.douyin.com/user/MS4wLjABAAAAWp2HfxBpY9IAkR9iS_KhBA-uXFGQg3cfMIADgcH3sLY,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAArn4RVugXShYi--CiGf3NjYUNtSwGUQLO1EJM6_37xNW2_D8GC3y7DbIqkDfZwl5M,华西四院刘娅利,抖音号： EYElyl,四川大学华西第四医院眼科科室主任 刘娅利,"眼科学博士 副主任医师
华西第四医院眼科主任
科普实用眼科知识
————————————————-
谢谢大家的关注！",82,15.3w,171.4w,383,
https://www.douyin.com/user/MS4wLjABAAAA1V8ZVmtyBLfVPRvvF1E_ZI6f9G0W1uHs3MyOskZhPgfn4E3_Vy3b84fcKBEHBGOl,华西微创减重龙飞伍,抖音号： wc4hlongfw,四川大学华西第四医院微创外科副主任医师 龙飞伍,"微创外科副主任
胃肠、疝、减重代谢外科病区主任
四川省医师协会外科医师分会委员
四川省医学会肥胖与代谢性疾病专业学组委员
四川省卫计委健康科普专家
唯一黄V认证账号，非本账号回复请勿相信
传播科学减重知识，树立正确减重观念，欢迎关注！",33,7642,3.0w,116,
https://www.douyin.com/user/MS4wLjABAAAA4m8Wc9qd7fISIl9R7SxGkoJPd0lHEBLgCBm8u0RaWVM,华西心内崔凯军,抖音号： 1172458419,四川大学华西医院心脏内科主任医师 崔凯军,"主任医师 博士生导师 华西医院房颤中心医学总监
中华医学会心电生理及起搏分会中青年电生理医师专委会副主任委员
中华医学会心电生理及起搏分会创新工作组副主任委员
中华医学会心电生理及起搏分会左心耳封堵工作组委员
中华医学会心电生理及起搏分会儿童心律失常工作组委员
中华医学会四川省心电生理与起搏分会委员",192,1.4w,3.0w,178,
https://www.douyin.com/user/MS4wLjABAAAAEs-gV4megWig5nV3aJNCuW7Gi4OPPTmZobFl0kkZyiXIP-aVO9GCcS5GOl4srpBB,华西医院邱小明教授,抖音号： xmqiu007,四川大学华西医院肺癌中心副主任医师 邱小明,"国际肺癌研究协会（IASLC）会员
中国抗癌协会肿瘤转移专业委员会第二届青年委员会委员
四川省卫生健康学术技术带头人后备人选",33,4.3w,10.4w,106,
https://www.douyin.com/user/MS4wLjABAAAAsWKquZmH2gP_-YFeOMPjyLD7Ud6FqtpveeMPcVtdh32zfkX-PCd7JmG-fksUOBDJ,华夏杏坛sheng老师,抖音号： xingtansheng8,,"华夏杏坛教育改变世界
文明之华夏，学海之杏坛
医药培训专家成人学历，提升各种技能证书培训电话
电话18932708975
VX，18932708975",3242,2393,3009,183,
https://www.douyin.com/user/MS4wLjABAAAAzNwhUvD7JARFQ3gPARGTb4Qs66QJpDvePDk8DFUrqvs,华与华,抖音号： 134887770,,,2824,3196,6.4w,260,
https://www.douyin.com/user/MS4wLjABAAAATfObOh6tEUYFkY7NiL66NkGfeiYQUPJd4sHqUKA-AHE,华中牧大飞飞,抖音号： fei87880911,,"本人性格开朗，喜欢结交朋友
本厂主做家禽，家畜药品
诚招代理商和养殖伙伴
+V13598681036",1617,332,1218,183,1110
https://www.douyin.com/user/MS4wLjABAAAAVqOk2sVWiNpCR-zBRG1d0yVWpHOJ5DiIvXpkv9YIHFg,滑县小明,抖音号： 1089825617,,,2329,334,103,12,
https://www.douyin.com/user/MS4wLjABAAAABTNf06O-Ef0gR-RDoLor_HyYB2YtZO0qMAoSf1NEnT8,化工原料批发,抖音号： 98441922,,本公司主营:食品添加剂，污水处理剂，洗涤原料，黄腐酸钾，腐殖酸钠，二水二氯异氰尿酸钠，订购电话，18396893789(尹传贺)，微信同步,230,743,1639,137,
https://www.douyin.com/user/MS4wLjABAAAAdenM4GxWjpjWGfEGnV9y9-3qQjfkhxEnfIW4CIB-lknFPKZAvv2VMtt8G5eVxgIA,化学教与学,抖音号： 30083336793,,抖音《化学教与学》致力于初高中化学教师的教与学生的学、班级管理、家校共育等，欢迎关注微信视频号与微信公众号：化学教与学。,81,323,975,169,
https://www.douyin.com/user/MS4wLjABAAAAu0P5gEpcj5Bcek5OYUidlHwCwdoFnlK8xZkONwGO6zE,桦惠源百货,抖音号： xiezhenhua72,,周一到五晚上八点直播，满满的营养知识干货。教你吃出健康吃出美,12,2151,1.6w,283,
https://www.douyin.com/user/MS4wLjABAAAAY5w1GB2kPvHkEkz2RTniOD7W8AkQKnDj99TuLylP-4M,画小二聊画,抖音号： 1108130550,,"《NFT从入门到不放弃》十节课已上线
唯芯: xyynft(注明来意 课程/交流/合作)",142,44.2w,89.7w,184,
https://www.douyin.com/user/MS4wLjABAAAAnjH5BpgGtCFCZNkDXaFB1my42bvU3VypjYU_oMMWfc4,怀化市第一人民医院,抖音号： hhsdyrmyy,怀化市第一人民医院官方抖音号,博爱  严谨  求精  创新,12,2173,3911,27,
https://www.douyin.com/user/MS4wLjABAAAA5tNsKR3AwtGIYQjeXk_vnSi2OXdfxtDGTY5fkEqhvvc3Gbgg57_AZ4hdcdE6vT3G,怀化市肿瘤医院,抖音号： hhszlyy,怀化市肿瘤医院官方抖音账号,细心 温暖 仁爱 奉献,19,2330,1.8w,96,
https://www.douyin.com/user/MS4wLjABAAAAl4RRtUkDk4S6C2a4ynSAN49yadmYGTqlHAzuEDTuQLs,欢乐大使,抖音号： 1987371882,,,231,7807,6.5w,340,
https://www.douyin.com/user/MS4wLjABAAAAeP9Yl6aFOyBjsK7lZ5BiXWQNnAPZaX4vGmbUgM0C-50CNlkX6kVLxA_fiPBsr2Ff,环健康,抖音号： Huanqiu_Health,环球网健康频道官方抖音账号,阅世界，享健康,16,42.1w,234.9w,530,
https://www.douyin.com/user/MS4wLjABAAAACmUNK8yr2VV3JyWj5_zVxjC0llSWAcYSjtOV0EdyQxs,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAbPACOpYMbXMpxo9wy3Ajt2La_-7QJ3szNQo6qRxnuSI,皇阿玛,抖音号： 596853210,,如果你不能躺着赚钱，那就不要赖床。,1069,267,2645,236,
https://www.douyin.com/user/MS4wLjABAAAAfN6ngkQBw9c4VdIFxskmdAOXekMEEi5FWPfnmAXuutk,黄保长的增重故事,抖音号： YZ042019,,"增重增肌指导、咨询YZ042019（有问必答）
私人定制线上系统教学帮助大批瘦子改变体型
本人身高185成功增重50斤
分享增重增肌干货",543,9632,4.4w,68,
https://www.douyin.com/user/MS4wLjABAAAApUGqLiVgxR7ujetSXhQI2PN98VuN9p4sLl4fHvPXLJA,黄丹,抖音号： 720167457,,"营养师
分享生活与健康小知识，传播正能量，感谢您的关注与评论，谢谢。",210,340,1768,81,
https://www.douyin.com/user/MS4wLjABAAAA2d-R5gWgY14jxS1JoIRsVkmRYDyVi78Z_QkCgLOM93Rpzd1ENNKrUikDXnu-PhNT,黄汉源,抖音号： hhyyz1932,北京协和医院乳腺外科主任医师 黄汉源,"北京协和医院乳腺外科奠基人
从医60多年，专注治疗乳腺疑难病症
乳腺癌手术超过10000例
浆细胞乳腺炎、肉芽肿、乳腺导管瘘等疾病手术超过3000例
为乳腺患者排忧解难是我不变的初心",6,494.6w,2008.0w,310,
https://www.douyin.com/user/MS4wLjABAAAAJVqRRGHlLuQtircn2Kr9DARc7dw4ZYKfphlJXcddsnp3ubNDoBX8JtXo8UO09sWN,黄俭主任,抖音号： huangjianzhu90,护国寺中医医院中医内科主任医师 黄俭,"中医内科知名专家
北京中医药大学附属护国寺医院 主任医师
坚持用中医方法治疗各种内科疾病40年
擅长反酸、烧心、胃痛胃胀、腹泻、便秘等消化系统疾病，如萎缩性胃炎、反流性食管炎、肠上皮化生、异型增生等脾胃病
#工作繁忙，无法第一时间回复病情咨询，敬请见谅",2735,27.3w,53.1w,234,9
https://www.douyin.com/user/MS4wLjABAAAAYZo34twrzWfXiFHer7radd-gc4wM64yrypNnrtHBxOHF0nPsxtevvnZiLD2Rj30_,黄立坤教授,抖音号： huanglikun123,山西省人民医院全科医学科主任医师 黄立坤,院士专家说科普，您身边的健康百科，为您解答不同的健康问题.,18,99.0w,46.8w,533,63
https://www.douyin.com/user/MS4wLjABAAAAZArhpZMyu2j2gqyGgh6QKvIPU3T2iej-YrGpP9ZzwSJQvGtzLKo1bR_HnAGDj2wR,黄适/黄药师,抖音号： huangshi196,广西瑞康医院消化内科主任医师 黄适,"广西中医药大学附属瑞康医院 消化内科一区主任医师
广西名中医、三甲医院主任医师、医学博士、硕士研究生导师
从医30年，以辨证精准，用药灵活，药少力专而著称，人送外号“黄药师”
中医经方、精细脉诊、活用经方治疗内科各类疑难杂病
擅长治疗消化系统疾病、失眠、各类肿瘤、结节、息肉，抑制肿瘤复发转移，提高肿瘤患者生活质量",1174,100.4w,300.0w,198,
https://www.douyin.com/user/MS4wLjABAAAA2qaVxzuHTSch968ewieL-bgdo9yfv-pSlPEREXKFyzde9p5DfKqMin7P5kZ8DaS4,黄叔 论肝,抖音号： haoganzang,杭州市第一人民医院内科主任医师 黄美先,"著名感染病学、肝病学教授
1-6届中国免疫学会浙江省专业委员会副主委
中华医学会杭州市感染病学会副主委
浙江大学再生医学研究中心高级顾问
浙江省科学报告团专家
曾任中国援外医疗使团驻马里首都医院医疗组长
浙江省重大感染病救治专业组专家、参加并组织非典后的历次重大疫情的防控救治",5,80.8w,201.7w,486,
https://www.douyin.com/user/MS4wLjABAAAAHh4FEZwrpeqORYlucOnA182NY6fdoZgPe-fMfU-xZW1TPruEfDZ9hTibGyIhSyYV,黄帅医生,抖音号： Huangshuai.9_,重庆医科大学附属第一医院产科主治医师 黄帅," 一个有温度、爱分享的产科医生
 中国中西部地区射频消融减胎手术第一人
 对复杂性双胎有很深的研究
 擅于胎儿超声异常的临床分析及干预（手术）
 每周三、周六全天门诊（可现场加号）
 专注孕期科普、孕期超声、双胎案例分享
 记录令人动容的产科瞬间和美好生活
 您的整个孕期，我一直都在",302,7.6w,38.1w,478,
https://www.douyin.com/user/MS4wLjABAAAA-_xB5mtebMr9NN16rFADdSFXAKAhs8S0TJwZG4Q8QIo,黄挑战的减肥分享,抖音号： X384628972,,"分享自己减肥经验（50天减35 ）jdjk007
倡导改变生活习惯的精力饮食和舒适运动！工作微",86,2.4w,14.1w,151,
https://www.douyin.com/user/MS4wLjABAAAAwW8_e-SwD9RavYaFrJCsBm5qInK0uT1CqnCiFHpDwR7p4P2Mt0WlPN52_TGrEJiz,黄雯,抖音号： huangwenys,北京同仁医院肾内科主任医师 黄雯,"肾内科首席专家
一级主任医师，教授
从事肾内科临床、科研近40余年
中国医师协会肾内科医师委员
专利1项书籍12部、发表肾科论文100余篇
国家卫计委人才中心专家库",72,1.5w,2.5w,219,
https://www.douyin.com/user/MS4wLjABAAAAyAR_qLz_bfPQq7v26QPmA3OBzHxFsHAePccfsZ4rzBI,黄秀容,抖音号： dyd81qdhaur1,,"一白遮三丑，一胖毁所有。
减肥我有绝招",5380,3174,6239,208,477
https://www.douyin.com/user/MS4wLjABAAAAm6nKSJ2wXuWiGjKzwshVAbHL_oKBmlq9cZo87yhFwdw,黄雪连,抖音号： 1634542304,,,72,145,1157,134,
https://www.douyin.com/user/MS4wLjABAAAAU5uXqsllNEu-ZqrBVFFevRBZWSU4kbsNivvGMZxMFmM,灰默片,抖音号： G28048675,,追寻挚爱，追寻诗和远方。,19,98,657,8,
https://www.douyin.com/user/MS4wLjABAAAAHDd1kWs7WVlYvTdUMl1RprGe1Bp68YzZMYti_HB9PGqVEqPR0RzxYsdmJqyIZOmn,辉爸聊育儿,抖音号： dy1iaw3gaji8z,,"谢谢你的关注
是一名高级公共营养师，擅长营养干预及食谱干预
每天分享一个育儿小知识",30,363,2419,204,
https://www.douyin.com/user/MS4wLjABAAAA2bXWJAyvmvTPiCPFdsPtXsiQkCaeEw8CIxPJNoFLJNPV_D1wPNqLnlFvevO3nYJQ,辉县市人民医院,抖音号： Wlb6369007,辉县市人民医院官方账号,服务百姓健康,235,6890,7.2w,215,
https://www.douyin.com/user/MS4wLjABAAAADN1jDZjDCAfQGNsLoEflNJoJSG3vrIQI-oAqkVoTBg0,回归自然,抖音号： huiguiziran461,,,4935,2798,9449,150,
https://www.douyin.com/user/MS4wLjABAAAAqKY5OaQxVI7xSfH2TjIyC9YadEQvnMiJzPGrOH1iBbw,会昌县人民医院,抖音号： hcxrmyy,会昌县人民医院官方号,敬道爱人,4,4931,2.0w,81,
https://www.douyin.com/user/MS4wLjABAAAAK-CgGkgL9a2fzZEFZ51oHWPjRQV9L9c8B96XB28lvp0,惠大夫在江湖,抖音号： Dr.hui,大连市中心医院心内科副主任医师,"辽宁省营养学会健康宣教专业委员会副主任委员
中国人体健康科技促进会血压防控与研究专业委员会常务委员
大连青年之声特聘指导专家
大连科协科普讲师团成员
荣获2020年“胡大一科普奖”
为您分享有点刻板的、甚至无趣的、却是靠谱的医学科普知识",132,111.4w,734.3w,812,62
https://www.douyin.com/user/MS4wLjABAAAAHSP6TLs4etK7-_t4IVW7FPqUC68-dZ7TTs9KWdMV1QQ,惠州三院心血管,抖音号： huizhousanyu,惠州第三人民医院心血管科官方账号,服务百姓健康,10,6.5w,1.9w,42,
https://www.douyin.com/user/MS4wLjABAAAATwJmt859ZlcEk47TeWNMwVm0VEzOpdyYkn29tt4Ggb0,惠州市第三人民医院,抖音号： hzsy2166120,惠州市第三人民医院官方抖音账号,惠心仁术，济民安康。惠州市第三人民医院为您健康保驾护航么么哒,3967,1.6w,11.7w,508,491
https://www.douyin.com/user/MS4wLjABAAAA8wjy4dPyIM7wqjAbM_2vOdkVxCJSmgW7696SzAtcaPs,惠州市第三人民医院急诊科,抖音号： hzsyjz,惠州市第三人民医院急诊科官方账号,有意思却又有意义的急诊故事,441,1.3w,9.4w,190,
https://www.douyin.com/user/MS4wLjABAAAAVXr9Qzp2pnPb-mR59bPfnE4VANXrPVP9ePNX93ytOWc,慧,抖音号： lsh130519,,记录生活和美食,4005,995,1.4w,1289,
https://www.douyin.com/user/MS4wLjABAAAA96j_lgRAITITP5_oBuvPFNBNhSwbgMdy3_-9sLOhuF4,慧慧子（哺乳期）,抖音号： Z1586252,,,123,913,2.4w,121,
https://www.douyin.com/user/MS4wLjABAAAAfjCJ3zgSbpfy0KZqipx9a-3OASuqKkSdpcPJrQ_AFj7oEifwkuoKI9ooUHlhFbOe,慧姐和猪,抖音号： 52942571621,,专注养殖事业，科学养殖如有养殖问题     可相互学习如有养殖问题请咨询 加VX13353838376,61,7.5w,40.6w,1340,
https://www.douyin.com/user/MS4wLjABAAAA4NS1GggUhth6j-LsRo_2T0ffEFKHH_8nT70qDryKXm0,,,,,,,,,
https://www.douyin.com/user/MS4wLjABAAAAPJoRxPP4jg9GK37PGuhD9P_q6Qn48kLLp3SZmY4WN8E,几个菜,抖音号： 2086928727,,"徐州邱淑贞
龙凤胎妈妈",1784,104,1214,120,
https://www.douyin.com/user/MS4wLjABAAAABk6a9tgk3WxpnXrxMBAxxbTUVjeMGnpg1EW--mBIs_o,几何MAX,抖音号： 772790552,,"直播

诉诸利益，而非诉诸理性
利他就是极致的利己
希望可以帮助更多人",558,927,2178,132,
https://www.douyin.com/user/MS4wLjABAAAAPSpBWkBXPi96faIRh4BhQ8fOUGbTUWfsl1rFDLfMQIA6mbhfVSJYng87sKJ9WJMt,肌肉拉丝,抖音号： JRLas,,让一部分人先瘦下来露出腹肌,55,2.8w,26.9w,181,
https://www.douyin.com/user/MS4wLjABAAAAIs83ZXVyWr_X4FJsVGKYAEt9QgVws3IRWZgSrkIdRcE,肌肉网,抖音号： jurou,肌肉网官方账号,"肌专业的健身学习平台
健身干货知识/健身咨询分享
橱窗精品健身好物全部浮力价",71,70.2w,153.2w,379,
https://www.douyin.com/user/MS4wLjABAAAAuYyQLC1m7NUcftfsOZstaSHD1JwjxZPGUqaqBzAnD8pbaEF9eIWce1Oo5FJ-Re7W,即墨区中医医院,抖音号： JMQZYY,青岛即墨区中医医院,传承中医  创新发展,0,428,1526,54,
https://www.douyin.com/user/MS4wLjABAAAAeOP-boyjper5zfNX3ruyn0qsq-8g4LWHF0Ri44nVWzKtQ2ektgw1LMIgLS4_U-eJ,吉米大夫,抖音号： doctorjimi,苏州市立医院东区消化内科副主任医师 闵寒,消化内科副主任医师,101,0,23.4w,403,
https://www.douyin.com/user/MS4wLjABAAAAlfWTdPGFAcKE6HciL9gsuzs3WiICJyKv9HOiX1CGYos,吉祥豆,抖音号： dyqolehta3fh,,,258,103,117,7,
https://www.douyin.com/user/MS4wLjABAAAAxpZ0BqJxRax0-rG2oHlbLRjsQMsF2V9V-BzSOY_Q5ow,吉祥如意（关赞必回）,抖音号： LQDY8888888888,,上善若水厚德载物！谁这么幸运和优秀？谢谢你点赞和关注！,1779,3645,3.9w,1040,
https://www.douyin.com/user/MS4wLjABAAAAOgBAyUgSMQ0Mo80r4DTlQJ0Y0_k3-kkkzn6CbZz6A7pIj6gzOWXPX07-59gmzlb_,吉星高照4739,抖音号： Wzdhyyzjk4739,,,406,144,335,83,
https://www.douyin.com/user/MS4wLjABAAAA1gVOFEVV9X1ovQVx0uvkGkatWxBhXubBUG5Xkwv5lwo,急诊儿科胡财喜,抖音号： doctorfive5,广东省妇幼保健院急诊科主治医师 胡财喜,"广州三甲妇幼医院 主治医师
美国心脏学会（AHA）基础生命支持培训学院
研究生，毕业于广州中医药大学
广东省妇幼保健院急诊科工作
擅长运用中药调理儿童疾病如：过敏性鼻炎，儿童哮喘，消化系统等相关疾病。
每天都会科普儿童健康知识，愿天下孩子身体健康再无疾病。",180,161.9w,640.0w,470,
https://www.douyin.com/user/MS4wLjABAAAAV6wJIwcnWNqwAwIIPX3MjDzGdeS8ZoOY-dATNVoDIrQ,huangfeng120,抖音号： huangfeng120,湘潭市中心医院急诊科副主任医师 黄峰,记录急诊日常，科普健康知识。记得点赞哟,85,8.2w,76.9w,17,
